question,answer,model_answer,retrived_doc,ref,attribution,doc_id
"I'm under 18, what I need to do before taking the road test?",You have to wait for at least six months from the date you received your learner permit to schedule a road test.,50 hours of supervised practice driving,"How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know the","[{'sp_id': '8', 'label': 'solution'}]",How much supervised practice driving must I get before I take my road test?,Prepare for your road test#3_0
What should I do in case I lost my certificate?,"You must contact the school that issued the certificate, they will give you a replacement.",Complete the course again,"It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
the original certificate to your road test to turn in to the license examiner.
For how long will my Pre-licensing Course Certificate be valid? 
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test. 

Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.","[{'sp_id': '94', 'label': 'solution'}]","If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test.",Prepare for your road test#3_0
"I have 6 months with my Pre-licensing Course Certificate, how much longer is it valid?","It is valid for 1 year since the certificate is issued, while a Student Certificate of Completion is valid for 2 years.",1 year,"the original certificate to your road test to turn in to the license examiner.
For how long will my Pre-licensing Course Certificate be valid? 
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test. 

Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}]",Your Pre - licensing Course Certificate is valid for one year from the date it is issued.,Prepare for your road test#3_0
What should I know about speed and following distance when practicing for my road test?,"Always respect the posted speed limit and adjust your speed taking into account factors such as weather, road, visibility and traffic conditions. Maintain adequate ""cushion"" space between your vehicle and the ones you are following. Always keep in mind the ""two second rule"" described in the Driver's Manual.","Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Speed:","How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know the","[{'sp_id': '63', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '66', 'label': 'solution'}]","If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice.",Prepare for your road test#3_0
Is it okay to cross a crosswalk during my road test?,"No, you must stop before crossing the crosswalk.",Yes,"How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know the","[{'sp_id': '74', 'label': 'solution'}]",,Prepare for your road test#3_0
"Yeah, hi, i went  through pre-licensing course and got my certificate, but i wanted to know how much time is it valid before expiring?","Sure, no problem. Your certificate will be valid for one year period, starting on the date it was issued to you. In case you have a certificate of completion, that will be valid for a two years period.",One year from the date it is issued.,"the original certificate to your road test to turn in to the license examiner.
For how long will my Pre-licensing Course Certificate be valid? 
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test. 

Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}]",Your Pre - licensing Course Certificate is valid for one year from the date it is issued.,Prepare for your road test#3_0
"Great, thanks. Another question, please. What do i need to know for doing the road test? Need to practice something specific?","Certainly. It's a road test, so you'll need to practice some basics moves, so they know you are ready, for example you must focus on steering and acceleration, basic stuff.",You must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].,"How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know the","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]","If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice.",Prepare for your road test#3_0
"Oh, i see, thanks. Sorry, but again about the certificate, did you mention a different one from pre-licensing, and that being valid for a greater period?","That would be Student Completion Certificate, and that will be valid for a two years period, unlike your Pre-licensing that only is valid for one year.",yes,"the original certificate to your road test to turn in to the license examiner.
For how long will my Pre-licensing Course Certificate be valid? 
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test. 

Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}]",,Prepare for your road test#3_0
"Hi, i need to do some pre-licensing course but don't know what's that, can you help me´?","No problem. Pre-licensing course is a DMV-approved, standardized classroom course that will fill you in on many topics that are important to you as a new driver.","[1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test","What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]","Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?",Prepare for your road test#3_0
"Ah, i see. So you need that before i get my license. Um, by the way, right now a friend of mine wants to change its license class, does he needs pre-licensing?","If he is in possession of a valid NYS driver license, he doesn't need to have a pre-licensing course certificate o a student certificate of completion in order to change license's class. The same will apply to you.","Yes, he needs to change his license class.","the original certificate to your road test to turn in to the license examiner.
For how long will my Pre-licensing Course Certificate be valid? 
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test. 

Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].","[{'sp_id': '36', 'label': 'solution'}]",See Get a motorcycle license [4].,Prepare for your road test#3_0
"Great, good to know that. Another question, i'm a high school student and there's indeed driving lessons being offered. If a itake that course, it will help me in any way with licensing?","Sure it will. Once you complete that course, you'll get an Student Certificate of Completion, and won't need to pass through the other course. With that certificate you can schedule your road test. Remember to bring it so you can turn it in to your license examiner.",yes,"What is the Pre-licensing Course and how do I find one?
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
the original certificate to your road test to turn in to the license examiner.","[{'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}, {'sp_id': '27', 'label': 'solution'}]",,Prepare for your road test#3_0
"That sounds nice. i'll look into it. But lets say i'm still interested in the other course, how i can find one, please?",No problem. You can use your local telephone directory to search for a driving instruction facility or go online and perform the same search.,"[1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] Complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] Complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] Complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] Complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] Complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] Complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] Complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test","What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring","[{'sp_id': '21', 'label': 'solution'}]","Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?",Prepare for your road test#3_0
"Ok, What can you tell me about the topics being discussed on the course?","As said before, the course cover many important topics for you as new driver, but for example, a pair of topics would be attitudes and risk taking while driving and other would be use of drugs.","Driving within the highway transportation system driver habits and skills feelings, attitudes and risk taking alcohol, other drugs and driving","What is the Pre-licensing Course and how do I find one?
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
the original certificate to your road test to turn in to the license examiner.","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]","The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2].",Prepare for your road test#3_0
"Um, ok. And before to go on my road test, what i should focus on?","Well, you have many topics but for name some of them, you can focus on steering and acceleration, it is pretty much the most important.",supervised practice driving,"How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know the","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",How much supervised practice driving must I get before I take my road test?,Prepare for your road test#3_0
"Hello, I'm getting prepared for my road test and I'd like to know how much supervised practice driving must I get before I take my road test",Are you under age 18?,"If you are under age 18, before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test","For how long will my Pre-licensing Course Certificate be valid? 
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test. 

Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?","[{'sp_id': '38', 'label': 'precondition'}]","If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice.",Prepare for your road test#3_0
"Yes, I'm 16","You must have a minimum of 50 hours of supervised practice driving with: 
a) at least 15 hour at night after sunset 
b) at least 10 hours in moderate to heavy traffic","No, I'm 16.","What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",What do I need to do before I take my road test?,Prepare for your road test#3_0
Thank you! What should I be practicing for my test? ,"You should be practicing ""everything"": steering, acceleration, braking, speed, clutch... etc. But if you ask what are the most important things, I can tell you Steering, and Acceleration.Make sure to steer smoothly whether you are driving straight ahead, turning or backing up, and moderate and smoothly acceleration are key!",supervised practice driving,"How much supervised practice driving must I get before I take my road test? 
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know the","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",How much supervised practice driving must I get before I take my road test?,Prepare for your road test#3_0
