question,answer,ref,doc_id,dial_id
"Yes, I need to know more about how to renew my non-driver ID card",You must know that you can only renew your non-driver ID card if it's between the time limits of 1 year prior and 2-year post its expiration date.,"[{'sp_id': '2', 'label': 'solution'}]",Renew non-driver ID card#1_0,09c700b32ea82f9d3913e262174615bd
What if it's expired for more than 2 years?,"Then you can't renew it, no exceptions.","[{'sp_id': '2', 'label': 'solution'}]",Renew non-driver ID card#1_0,09c700b32ea82f9d3913e262174615bd
"Who can opt for the reduced fee or ""No Fee"" non-driver IDs?","In case you receive Supplemental Security Income and are under 62 years old, your fee would be 6.50$","[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]",Renew non-driver ID card#1_0,09c700b32ea82f9d3913e262174615bd
Is there any alternative to renew a non-driver ID card that's expired for over 2 years?,"No, there is no exception to this.","[{'sp_id': '4', 'label': 'solution'}]",Renew non-driver ID card#1_0,09c700b32ea82f9d3913e262174615bd
So what can I do with my over 2 years expired non-driver ID card?,You have to get a new original non-driver ID card.,"[{'sp_id': '102', 'label': 'solution'}, {'sp_id': '103', 'label': 'solution'}]",Renew non-driver ID card#1_0,09c700b32ea82f9d3913e262174615bd
I need to renew but I'm planning on going on a trip soon.,"We recommend you to renew before your trip so you can get an Enhanced or REAL ID, and avoid another visit to the office later.","[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}]",Renew non-driver ID card#1_0,09c700b32ea82f9d3913e262174615bd
"I need all possible information about renew my non-driver ID card, please.",Are you under 21 years old?,"[{'sp_id': '78', 'label': 'precondition'}]",Renew non-driver ID card#1_0,b7b01bac45dd95f3eded23b8f1d80cd8
"I want to renew my non-driver ID card, please, help me with info about it.",You can renew 1 year before and up to 2 years after your non-driver ID expires.,"[{'sp_id': '2', 'label': 'solution'}]",Renew non-driver ID card#1_0,281c595977e5f5517ffb16a4696075f0
Can I renew my non-driver ID card if it expired 3 years ago?,"No, just 1 year before and up to 2 years after your non - driver ID expires.","[{'sp_id': '2', 'label': 'solution'}]",Renew non-driver ID card#1_0,281c595977e5f5517ffb16a4696075f0
"I am going out of the country for a while and would like information regarding the renewal of my non-driver ID, can you help me with this, please?","Before your trip I recommend that you go through a DMV office and get an Enhanced or REAL ID , and avoid a second office visit later.","[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}]",Renew non-driver ID card#1_0,281c595977e5f5517ffb16a4696075f0
Do I need to know something important before going to a DMV office?,You must bring an original copy of proof of your eligibility to get a reduced fee.,"[{'sp_id': '58', 'label': 'solution'}]",Renew non-driver ID card#1_0,281c595977e5f5517ffb16a4696075f0
What is my fee if I receive Supplemental Security Income SSI and I am 60 years old?,"If you are 60 years old,, your fee is $ 6.50.","[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]",Renew non-driver ID card#1_0,281c595977e5f5517ffb16a4696075f0
I am somewhat busy and prefer to renew my Standard by mail. There is a problem with that?,"If you renew by mail, your new ID will show: ""NOT FOR FEDERAL PURPOSES"".","[{'sp_id': '31', 'label': 'solution'}]",Renew non-driver ID card#1_0,281c595977e5f5517ffb16a4696075f0
I also wants to request a transfer receipt.,"When not eligible for a refund or wanting a transfer receipt, the DMV office can give you a Receipt FS-6 T for you to use to transfer the registration to another vehicle.","[{'sp_id': '26', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,41a11c14de12ae9709478489aa6de7ae
What do I need to apply for a full 2-year refund?,you have to surrender the vehicle plate and the unused registration sticker and stop at your local DMV office and request a 2-year refund.,"[{'sp_id': '37', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,41a11c14de12ae9709478489aa6de7ae
"My registration sticker is attached to the vehicle windshield, is that a problem?","yes, you can't remove the sticker and can't apply for a full refund.","[{'sp_id': '35', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,41a11c14de12ae9709478489aa6de7ae
I want to know more about the refunds-,I can give you some examples of how the refunds are determined.,"[{'sp_id': '14', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,9bb01bb3cd4f4044cc8ed0377bd017c8
"yes please, tell me how are the refunds determined.","for example, you paid 137.50$ to register your vehicle for two years. In the amount of money you paid is included 62.50$ for the two years registration, that is 31.25$ per year, there's also included 50$ for the tittle certification and the final 25$ is for the vehicle registration.","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,9bb01bb3cd4f4044cc8ed0377bd017c8
"So, what do I need to do to get a refund.","After surrendering your plates, the receipt FS-6T indicates if you are eligible for a refund. If you are eligible and you do not request a transfer receipt, we'll process your refund immediately and you'll receive it in your mail after several weeks.","[{'sp_id': '23', 'label': 'solution'}, {'sp_id': '24', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,9bb01bb3cd4f4044cc8ed0377bd017c8
How can I know again if I'm eligible for a refund?,"Check your Receipt FS-6T, there you can find out if you are eligible for a refund.","[{'sp_id': '23', 'label': 'solution'}, {'sp_id': '24', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,9bb01bb3cd4f4044cc8ed0377bd017c8
"so, what amount would be the refund in the example case?","in the example, from the 137.50$ paid and if you surrender your vehicle plates during the first year of the registration, you'll qualify for a 30.25$ refund.","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,9bb01bb3cd4f4044cc8ed0377bd017c8
I need to know more about refunds,Do you want an example to show how the refund amount is determined?,"[{'sp_id': '14', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,c2b8b4fca30feff00484c7a9ea4ed9bd
"Yes, please show me the example.","Let's say you paid 137.50$ to register your vehicle for a period of 2 years. In the amount paid, there is included a 62.50$ for the two years or the registration, 32.25$ per year, 50$ for the title certificate and 25$ for the vehicle's plates. In this case, the amount to refund would be of 30.25$","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,c2b8b4fca30feff00484c7a9ea4ed9bd
"And if I changed my name, can I still get a refund?","yes, you can. First, you have to surrender the vehicle plates at a DMV office and then request a transfer receipt, not a refund receipt. Secondly, you have to send some items to the address on the Request for Refund MV-215 form.","[{'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,c2b8b4fca30feff00484c7a9ea4ed9bd
"I have my unused registration sticker and stop and I got a refund for the second year of registration, can I get a refund for the first year?","Yes, you may be eligible to apply for the first year of the registration fee refund. You have a maximum 60 days after the date you got issued the registration to apply for the first year of the registration fee refund.","[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,c2b8b4fca30feff00484c7a9ea4ed9bd
If the registrant died is it possible to get a refund?,"Yes, in that case, the DMV will issue the refund to the name of the state. You'd have to surrender the vehicle plates at a DMV office and ask for a transfer receipt.","[{'sp_id': '62', 'label': 'solution'}, {'sp_id': '63', 'label': 'solution'}, {'sp_id': '64', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,c2b8b4fca30feff00484c7a9ea4ed9bd
I want to know how the refunds are determined and the period in which I should surrender my plates.,I can give you an example of how a refund is determined.,"[{'sp_id': '14', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,893d68b9d383dae403c76d50be8592e1
Can I get a refund for the first year of my registration after receiving a refund for the second year?,"Yes, but only if you have the unused registration sticker and stub. If so, then you are eligible for the refund of the first year of the registration. You have a maximum of 60 days after the date the registration was made to apply for a refund for the first year of the registration fee.","[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,893d68b9d383dae403c76d50be8592e1
"In case the registrant passed away, can I get a refund?","Yes. The refund will be issued to the name of the state. You need to surrender the vehicle plates at DMV office and request a transfer receipt, not a refund receipt.","[{'sp_id': '62', 'label': 'solution'}, {'sp_id': '63', 'label': 'solution'}, {'sp_id': '64', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,893d68b9d383dae403c76d50be8592e1
My registration sticker was attached to the windshield.,"In that case, you can not remove the sticker and can't apply for a refund.","[{'sp_id': '75', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,893d68b9d383dae403c76d50be8592e1
How can I know if I'm eligible for a refund?,"After confirming your eligibility, the DMV will issue a receipt that displays ""two year refund""","[{'sp_id': '39', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,893d68b9d383dae403c76d50be8592e1
So there's nothing I can do if the sticker was attached to the windshield?,"You can't apply for a full refund if you attached the sticker, you can't remove it.","[{'sp_id': '35', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,893d68b9d383dae403c76d50be8592e1
What is needed in order to apply for a full 2-year refund?,The full 2-year refund can only be applied if the registration was never used and it's been no more than 60 days since the date the registration was issued. A processing fee of 1$ is deducted from the refund amount.,"[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,893d68b9d383dae403c76d50be8592e1
How would I go about getting a refund for my surrendered vehicle plates?,I can give you an example to explain how your refund amount is determined,"[{'sp_id': '14', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,0da1f89b54d23d6bb660484e05c6c309
"What happens if my name has changed since I registered the plates, can I still get a refund?","If your name had changed and you are looking for a refund, bring the plates with you to the DMV office when surrendering. Yu must request a transfer receipt and not a refund receipt. You then send these to the address that you'll find on the Request for Refund MV-215 form","[{'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,0da1f89b54d23d6bb660484e05c6c309
How is my refund actually determined?,"When you registered your plates, you paid $137.50, which was for two years. This amount included $62.50, which was the registration fee for two years, that is $31.25 per year. Also included was $50.00 for the title certificate and then $25.00 for the vehicle plates. The registration fee for one year is refunded to you, as you surrendered the plates during the first year of registration ","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,0da1f89b54d23d6bb660484e05c6c309
"If the person who registered a vehicle dies, is a refund possible?","If a person dies, a refund for the registration of the vehicle is issued to the estate of the person by the DMV. The plates must be surrendered at the DMV office and a transfer receipt requested instead of a refund receipt","[{'sp_id': '62', 'label': 'solution'}, {'sp_id': '63', 'label': 'solution'}, {'sp_id': '64', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,0da1f89b54d23d6bb660484e05c6c309
Wat happens if the registration sticker belonging to the deceased is attached to the windshield or the vehicle plate of the vehicle in question?,"If the registration sticker of the deceased is attached to the windshield or vehicle plate of the registered vehicle, it can not be removed a refund applied for","[{'sp_id': '75', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,0da1f89b54d23d6bb660484e05c6c309
What amounts are refundable if I return my plates to the DMV? ,Are you wanting to transfer the remaining registration credit to another vehicle that you need to register? ,"[{'sp_id': '9', 'label': 'precondition'}]",Refunds and transfer credits for surrendered plates#3_0,19340127efcf2fc8363c48e7cd266254
"I wasn't wanting to transfer the credit that way.  I was not aware that I could, but, since you said that it is possible to transfer the remaining registration credit to another vehicle, I might wait as I am about to purchase my husband a new car. ","When you surrender your vehicle plates to the DMV, you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee.  You get a refund or registration transfer credit for your vehicle plate fee, title certificate fee and any other fee or tax that you paid when you registered the vehicle. ","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,19340127efcf2fc8363c48e7cd266254
Will I get this refund immediately when I surrender my plates? ,"When you surrender your plates, your Receipt FS-6 T indicates if you are eligible to receive a refund.  If you are eligible and you do not request a transfer receipt, the refund will be processed automatically and you will receive it in the mail in several weeks. ","[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,19340127efcf2fc8363c48e7cd266254
What was the form that would indicate if I am eligible for the refund? ,Your Receipt FS-6 T indicates if you are eligible to receive a refund. ,"[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,19340127efcf2fc8363c48e7cd266254
How do I apply for a full 2-year refund if my registration was never used? ,"You can apply for a refund of the 2-year registration fee only if the registration was truly never used and it is not more than 60 days from the date the registration was issued.  A processing fee of a dollar is subtracted from the refund amount.  To apply, you must surrender the vehicle plates and the unused registration sticker and stub at the DMV office and request a 2-year refund.  If you are eligible, the DMV will issue a receipt that displays two year refund. ","[{'sp_id': '33', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,19340127efcf2fc8363c48e7cd266254
"What procedure to I have to follow to get this refund, though, if I have changed my name? ","You must still surrender the vehicle plates at a DMV office, but request a transfer receipt, not a refund receipt.  You will then send that to the address of the Request for Refund MV-215 form along with the completed and signed Request for Refund [1] MV-215 and proof of the name change such as a marriage certificate, divorce certificate, or other court papers.   At that point, the DMV will issue your refund in your new name if you are eligible. ","[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,19340127efcf2fc8363c48e7cd266254
Will the DMV issue a refund if the registrant died? ,"The DMV will issue the refund to the name of the estate if the plates are surrendered at the DMV office and a transfer receipt is requested and the executor of the estate sends a completed and signed Request for Refund [1]MV-215, with ""deceased"" written on the form, a photocopy of the death certificate, and the transfer certificate to the address listedon the Request for Refund MV-215.  ","[{'sp_id': '26', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,19340127efcf2fc8363c48e7cd266254
am i able to transfer my remaining registration to another vehicle?,"yes, however, there are a few conditions, you can only transfer credit for a new original registration, the new registration will expire the same day as your old registration, and you can not use it for a registration renewal","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,382ac0779c128efc13fdb7c56e57cda6
how do i apply for a refund?,"To apply for a refund for the first year-registration fee, you must send the original registration document, and you must complete and sign the request for a refund form and send it  to the address on the page.","[{'sp_id': '45', 'label': 'solution'}, {'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,382ac0779c128efc13fdb7c56e57cda6
am i eligible? for a refund,"It will depend on the DMV, if you are eligible for a refund the office will issue you a receipt","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,382ac0779c128efc13fdb7c56e57cda6
are there conditions that apply when applying for a full 2-year refund?,"yes, you can only apply for the refund if the registration was never used and it has been no more than 60 days from when the registration was issued","[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,382ac0779c128efc13fdb7c56e57cda6
"I'm sorry, i don't quite understand, could you explain it in more detail?","sure, you can apply for a refund for the amount that you paid when you renewed your registration","[{'sp_id': '31', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,382ac0779c128efc13fdb7c56e57cda6
can i get a refund if i change my name?,"yes, that shouldn't be a problem, you will just need to surrender the vehicle plates at a DMV office and request a transfer receipt","[{'sp_id': '51', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",Refunds and transfer credits for surrendered plates#3_0,382ac0779c128efc13fdb7c56e57cda6
how do i transfer credit?,if you transfer your remaining registration to another vehicle your new registration will espire the same day,"[{'sp_id': '9', 'label': 'precondition'}]",Refunds and transfer credits for surrendered plates#3_0,4592e30d9d318911e585ea23b413d566
I need help with transferring a credit.,Do you need to transfer your remaining registration to another vehicle?,"[{'sp_id': '9', 'label': 'precondition'}]",Refunds and transfer credits for surrendered plates#3_0,c30115ff5d1266e6a1ddbca647348b7a
I want to know about the pre-licensing course.,"This is a DMV-approved and standardized classroom course that teaches you all you need to know as a new driver, such as: driving within the highway transportation system.","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",Prepare for your road test#3_0,3f974b4e9dbb8e248f2421f12f5fafe7
What should I do in case I encounter stop lines or crosswalks?,You should stop before crossing them.,"[{'sp_id': '74', 'label': 'solution'}]",Prepare for your road test#3_0,3f974b4e9dbb8e248f2421f12f5fafe7
What should I take into consideration for my road test?,"Remember to steer smoothly in all circumstances, accelerate in a controlled and smooth way and don't force the engine or cause it to stall.","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",Prepare for your road test#3_0,3f974b4e9dbb8e248f2421f12f5fafe7
Is there anything I need to do before I take my road test?,Once you get your learner permit you should always obey the permit restrictions on where and when you may drive. Then you have to complete a 5-hour pre-licensing course.,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Prepare for your road test#3_0,3f974b4e9dbb8e248f2421f12f5fafe7
What should I do in case I lost my certificate?,You have to contact the school that issued the certificate to obtain another one.,"[{'sp_id': '94', 'label': 'solution'}]",Prepare for your road test#3_0,3f974b4e9dbb8e248f2421f12f5fafe7
"What are the things that I need to organise before I am eligible to take my road test?
","Firstly, you will need a learner permit, and please remember that you must obey all rules and conditions that are applicable to being a learner driver. You must also have completed a Pre-Licensing Course OR a high school/college Driver Education Course","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Prepare for your road test#3_0,3329b7296bf19ec8a34e498dc5aa102a
Are there age restrictions involved regarding the amount of supervised practice driving that I should have,"In order for you to be eligible to take the road test, you must have a minimum of 50 hours of supervised driving practice completed","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",Prepare for your road test#3_0,3329b7296bf19ec8a34e498dc5aa102a
Are there particular rules regarding proceeding in a vehicle when stopped or when selecting a position in a lane on the highway,"When the vehicle is stopped, you must not proceed until you can clearly see in both directions, you must also be very vigilant when choosing a lane on the highway","[{'sp_id': '76', 'label': 'solution'}, {'sp_id': '77', 'label': 'solution'}, {'sp_id': '78', 'label': 'solution'}]",Prepare for your road test#3_0,3329b7296bf19ec8a34e498dc5aa102a
Is there a particular place where I can find the necessary information regarding the Pre-Licensing course,"You can search online for the course or alternatively, contact a local Driving Instructor from your telephone directory","[{'sp_id': '21', 'label': 'solution'}]",Prepare for your road test#3_0,3329b7296bf19ec8a34e498dc5aa102a
"If I was to change my license from one class to another, is there a necessity for a Pre-Licensing Course Certificate","To amend the class on your license, there is no need to have a Pre-Licensing Course Certificate, provided you have a valid NY State driver license","[{'sp_id': '36', 'label': 'solution'}]",Prepare for your road test#3_0,3329b7296bf19ec8a34e498dc5aa102a
What proof of supervise driving practice do I need to bring with me to the driver test,You must present a Certificate of Supervised Driving MV-262 to the license examiner. This Certificate is completed by your parent of guardian which certifies that you have the required amount of supervised driving practice,"[{'sp_id': '43', 'label': 'solution'}]",Prepare for your road test#3_0,3329b7296bf19ec8a34e498dc5aa102a
Anything I need to do before taking the road test?,"Once you get your learner permit, you have to obey the restrictions on where and when you are allowed to drive. You should also complete a 5-hour pre-licensing course or a high school or college driver education course.","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Prepare for your road test#3_0,b18f218bec7f459425cc40aa3da772a3
How long it lasts the pre-licensing course certificate?,"The pre-licensing course certificate lasts for 1 year from the date it is issued, and the student certificate of completion lasts for two years.","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}]",Prepare for your road test#3_0,b18f218bec7f459425cc40aa3da772a3
anything else I need to do before the road test?,"apart from obeying the learner permits restrictions and completing a 5-hour pre-licensing course, you should get a good amount of supervised driving practice.","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Prepare for your road test#3_0,b18f218bec7f459425cc40aa3da772a3
please give me more recommendations about practicing and lessons for my road test.,It is recommended a minimum of 50 hours of supervised driving for drivers of all ages and that you take a driver education course or professional driving lessons.,"[{'sp_id': '44', 'label': 'solution'}, {'sp_id': '45', 'label': 'solution'}]",Prepare for your road test#3_0,b18f218bec7f459425cc40aa3da772a3
"I'm under 18, what I need to do before taking the road test?",You have to wait for at least six months from the date you received your learner permit to schedule a road test.,"[{'sp_id': '8', 'label': 'solution'}]",Prepare for your road test#3_0,b18f218bec7f459425cc40aa3da772a3
What should I do in case I lost my certificate?,"You must contact the school that issued the certificate, they will give you a replacement.","[{'sp_id': '94', 'label': 'solution'}]",Prepare for your road test#3_0,b18f218bec7f459425cc40aa3da772a3
"I have 6 months with my Pre-licensing Course Certificate, how much longer is it valid?","It is valid for 1 year since the certificate is issued, while a Student Certificate of Completion is valid for 2 years.","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}]",Prepare for your road test#3_0,5f9713af315a62eb0eccf869a20913c1
What should I know about speed and following distance when practicing for my road test?,"Always respect the posted speed limit and adjust your speed taking into account factors such as weather, road, visibility and traffic conditions. Maintain adequate ""cushion"" space between your vehicle and the ones you are following. Always keep in mind the ""two second rule"" described in the Driver's Manual.","[{'sp_id': '63', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '66', 'label': 'solution'}]",Prepare for your road test#3_0,5f9713af315a62eb0eccf869a20913c1
Is it okay to cross a crosswalk during my road test?,"No, you must stop before crossing the crosswalk.","[{'sp_id': '74', 'label': 'solution'}]",Prepare for your road test#3_0,5f9713af315a62eb0eccf869a20913c1
"Yeah, hi, i went  through pre-licensing course and got my certificate, but i wanted to know how much time is it valid before expiring?","Sure, no problem. Your certificate will be valid for one year period, starting on the date it was issued to you. In case you have a certificate of completion, that will be valid for a two years period.","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}]",Prepare for your road test#3_0,de4171f44936d0a42755204ecd8089b1
"Great, thanks. Another question, please. What do i need to know for doing the road test? Need to practice something specific?","Certainly. It's a road test, so you'll need to practice some basics moves, so they know you are ready, for example you must focus on steering and acceleration, basic stuff.","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",Prepare for your road test#3_0,de4171f44936d0a42755204ecd8089b1
"Oh, i see, thanks. Sorry, but again about the certificate, did you mention a different one from pre-licensing, and that being valid for a greater period?","That would be Student Completion Certificate, and that will be valid for a two years period, unlike your Pre-licensing that only is valid for one year.","[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}]",Prepare for your road test#3_0,de4171f44936d0a42755204ecd8089b1
"Hi, i need to do some pre-licensing course but don't know what's that, can you help me´?","No problem. Pre-licensing course is a DMV-approved, standardized classroom course that will fill you in on many topics that are important to you as a new driver.","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",Prepare for your road test#3_0,a14fccf164a587adf5d8fcbe723cb7ad
"Ah, i see. So you need that before i get my license. Um, by the way, right now a friend of mine wants to change its license class, does he needs pre-licensing?","If he is in possession of a valid NYS driver license, he doesn't need to have a pre-licensing course certificate o a student certificate of completion in order to change license's class. The same will apply to you.","[{'sp_id': '36', 'label': 'solution'}]",Prepare for your road test#3_0,a14fccf164a587adf5d8fcbe723cb7ad
"Great, good to know that. Another question, i'm a high school student and there's indeed driving lessons being offered. If a itake that course, it will help me in any way with licensing?","Sure it will. Once you complete that course, you'll get an Student Certificate of Completion, and won't need to pass through the other course. With that certificate you can schedule your road test. Remember to bring it so you can turn it in to your license examiner.","[{'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}, {'sp_id': '27', 'label': 'solution'}]",Prepare for your road test#3_0,a14fccf164a587adf5d8fcbe723cb7ad
"That sounds nice. i'll look into it. But lets say i'm still interested in the other course, how i can find one, please?",No problem. You can use your local telephone directory to search for a driving instruction facility or go online and perform the same search.,"[{'sp_id': '21', 'label': 'solution'}]",Prepare for your road test#3_0,a14fccf164a587adf5d8fcbe723cb7ad
"Ok, What can you tell me about the topics being discussed on the course?","As said before, the course cover many important topics for you as new driver, but for example, a pair of topics would be attitudes and risk taking while driving and other would be use of drugs.","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]",Prepare for your road test#3_0,a14fccf164a587adf5d8fcbe723cb7ad
"Um, ok. And before to go on my road test, what i should focus on?","Well, you have many topics but for name some of them, you can focus on steering and acceleration, it is pretty much the most important.","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",Prepare for your road test#3_0,a14fccf164a587adf5d8fcbe723cb7ad
"Hello, I'm getting prepared for my road test and I'd like to know how much supervised practice driving must I get before I take my road test",Are you under age 18?,"[{'sp_id': '38', 'label': 'precondition'}]",Prepare for your road test#3_0,f9369b7f6c5ddfeb1799fa8227d3c982
"Yes, I'm 16","You must have a minimum of 50 hours of supervised practice driving with: 
a) at least 15 hour at night after sunset 
b) at least 10 hours in moderate to heavy traffic","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",Prepare for your road test#3_0,f9369b7f6c5ddfeb1799fa8227d3c982
Thank you! What should I be practicing for my test? ,"You should be practicing ""everything"": steering, acceleration, braking, speed, clutch... etc. But if you ask what are the most important things, I can tell you Steering, and Acceleration.Make sure to steer smoothly whether you are driving straight ahead, turning or backing up, and moderate and smoothly acceleration are key!","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",Prepare for your road test#3_0,f9369b7f6c5ddfeb1799fa8227d3c982
"If I want to change my license from one class to another (in the near future), would I need a Pre-Licensing Course certificate?","No. You don't need a PLCC, as long as you have a valid NY state driver license you can apply to change your class. ","[{'sp_id': '36', 'label': 'solution'}]",Prepare for your road test#3_0,f9369b7f6c5ddfeb1799fa8227d3c982
"One more question, you said before that accelerating smoothly and moderately was key, but what if I have to drive on a highway in my test? I can't go moderately, since all the vehicles will be honking since I'm going slow. ","Don't worry about that! When you are taking the driving test, your headlights will be on so everyone know you are in a test, also the car we use is a special car and has a logo. So it's ok, just stick to a smoothly and moderately acceleration, and don't force the engine so it does not stall. ","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",Prepare for your road test#3_0,f9369b7f6c5ddfeb1799fa8227d3c982
Is there a minimum amount of proven supervised practice driving that I must have before I can take the raod test?,What age are you? The reason I ask is because there are different rules that relate to applicants that are aged under 18 and those that are aged over 18,"[{'sp_id': '38', 'label': 'precondition'}]",Prepare for your road test#3_0,ac7167a18e5c58b1e23f104a99efd2a2
