question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
I want help with the new IDs and I want 'veteran' added to it,"Okay, so you have a Standard license and want to change to a REAL ID or Enhanced license and you want to add your veteran status?",[3],"[{'sp_id': '23', 'label': 'precondition'}]","Apply at DMV office if you also want to change to an Enhanced or REAL ID 
If you have a Standard license and want to change to a REAL ID or Enhanced while adding your veteran status , you must come into a DMV office. Complete this guide to make sure you have the proofs of identification you need. You will also need to bring your proof of honorable discharge original or photocopies. Find your proofs [2 ]",Veteran status designation on a photo document#3_0,e4c2f3ec2e7258f6b854a88c4d855305
Can I transfer fees from one vehicle to another?,"If you transfer the registration and plates from another vehicle, you don't need to ay the plate fees or MCTD fee and you may be able to transfer the registration fees to your new vehicle.",yes,"[{'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]","plate fees or MCTD fee , and you may be able to transfer the registration fees to your new vehicle.",Estimate registration fees and taxes#1_0,d806b1093f0031f04066f252b0189d8a
Is there a way to update my voter registration without changing my DMV records?,Yes. For this you must complete the New York State Voter Registration Form on the New York State Board of Elections website and mail it to your County Board of Elections.,no,"[{'sp_id': '33', 'label': 'solution'}]","To register to vote online you will need your NYS Driver License , Permit or Non - Driver ID Social Security Number DMV will display your name, residence and mailing addresses, date of birth, and gender from DMV records for you to confirm their accuracy. if DMV's records do not reflect your current name or address [4], or date of birth or gender [5], you must first correct this information before processing an online Voter Registration Application you will be asked to answer a series of voter",Voter Registration Application Frequently Asked Questions#1_0,1cb95c791580fd4b1a05a471e31156b0
"Let's talk about a car, for example. Is a modified car still in the commercial class?",You can register a car in the 'commercial' class if all the seats behind the driver are removed. Instead of the seats you must install a permanent box or permanent rack to carry cargo.,yes,"[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]","Modifications that change a registration from 'Passenger' class to 'Commercial' class 


Cars (Part 106.2 (e)) 
You can register a car in the' Commercial' class if all the seats behind the driver are removed. Instead of the seats , you must install a permanent box or permanent rack to carry cargo. 

Station Wagons and Vans (Part 106.2 (f)) 
You can register a station wagon in the' Commercial' class if all the seats and all the seat fittings behind the driver are removed completely.",Vehicle modifications and registration class#3_0,df4714348f7b481eccbfd19dbed23799
Should I file a complaint against an inspection station or a certified inspector?, please report a problem with a DMV regulated automotive business,[1].,"[{'sp_id': '2', 'label': 'solution'}]","If you are looking to file a complaint against an inspection station or certified inspector , please report a problem with a DMV regulated automotive business [1].",About complaints and charges for inspection stations and certified inspectors#3_0,1a265e7a642888c7e84d7ba9838b8c40
Good morning. I was interested into know if i have any rights or resources available in case i'm against a complaint?,"Sure, you have a few of those. First, Are you looking for information to protect your facility license, registration or certification?",Good morning. I was interested into know if i have any rights or resources available in,"[{'sp_id': '2', 'label': 'precondition'}]","Know Your Rights If a Complaint or Other DMV Charges have been Filed Against You 


Protect Your Facility License, Registration or Certification",A Guide for Facilities:#3_0,a2dd86656a55e7744c73b76a42aa3bd2
And however much that would cost.,It is available and would cost $60 to begin with.,a).,"[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]","What are personalized plates? 
Personalized plates are standard series plates that have a combination of numbers and letters that you select, for an additional fee in addition to your regular vehicle registration fee. 

How much do personalized plates cost? 
Passenger and Commercial Plates : Initial Cost = $60.00Annual Fee = $31.25 Motorcycle Plates : Initial Cost = $35.00Annual Fee = $18.75",Learn about personalized plates#3_0,54cd198c6bbcaedec4422cb6a4384eb1
Can I get both a youth and PIRP discount?,You would need to speak with your insurance company.,Yes,"[{'sp_id': '21', 'label': 'solution'}]","Will youthful drivers and drivers participating in the assigned risk pool receive the insurance premium discount? 
Yes. Any insured driver who is the principal operator and completes a Point & Insurance Reduction Program course will receive the 10% reduction. 

If a youthful driver is already receiving a driver education reduction, will the PIRP discount also be applied? 
Contact your insurance company or agent to learn if both reductions will be given at the same time.",How insurance premium reduction works#3_0,b216947ef7897ec43ca6799027445df5
Hello there. How are you doing? I came here because there was a complaint filed against me and I don't know what to do about it.,"Then you're in the right place. First of all, you should know that the New York State Department of Motor Vehicles (DMV) regulates all repair shops, inspection stations, dealers, vehicle dismantlers and other related businesses in NY State.",I came here because there was a complaint filed against me and I don't know what,"[{'sp_id': '4', 'label': 'solution'}]",Complaint filed against you or your business,About complaints and charges for dealer and transporter businesses#3_0,d192ca0607fc4e739123eda633cc9210
What other measures will they take?, We will take actions against your New York State registration and driver license even if you move out of New York. This can affect your ability to have a driver license in your new state .,We will suspend your registration and may suspend your driver license,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]","No. If you replace your New York State insurance coverage with out - of - state insurance , your valid insurance coverage will lapse. We will suspend your registration and may suspend your driver license. We will take actions against your New York State registration and driver license even if you move out of New York. This can affect your ability to have a driver license in your new state. If you register your vehicle in another state , immediately surrender your vehicle registration and plates",Moving out of New York State#3_0,4666a0495203b576db920f8ba89a2bee
no,Do you need the address where you can send your application and documents?,no,"[{'sp_id': '235', 'label': 'precondition'}]","Show ""do it online"" button in megamenu: 


Topic: 
Tickets [14 ] 

show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Restore license after revocation#1_0,c3f4164916392e8f3a7c239f32d3708c
do not,Do you want to know what is a lifetime driving record?,show mydmv button in megamenu: go to mydmv: Dis,"[{'sp_id': '10', 'label': 'precondition'}]","Show ""do it online"" button in megamenu: 


Topic: 
DMV Records [16 ] 

Related PDFs: 


show mydmv button in megamenu: 


go to mydmv: 


Disable this transaction?: 


yes or no survey:",How to get my own driving record (abstract)#1_0,d0093094b9627744a6368d9992dc6acd
"O.k, Now, can i change a name in a registration?","Sorry, but you can not do that. You can, however, tranfer the ownership of that vehicle, of course.",You cannot change the name on the vehicle registration or the title certificate to the name of another person,"[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]","Changing names 
You cannot change the name on the vehicle registration or the title certificate to the name of another person. You must transfer the ownership of the vehicle. 

Flood damage 
You can check the National Insurance Crime Bureau database [12] to see if a vehicle is flood damaged. You will need the Vehicle Identification Number VIN. 

Tips for buying a vehicle 
Read the DMV brochures, Let the Buyer Be Aware [13], and Q&A About Your Title Certificate [14].",Buy or sell a vehicle (transfer ownership)#3_0,26bff48e9d9889d358cec57c2d36fe4e
 If i do not have a current voucher?,skip the voucher ID number section,skip the voucher ID number section,"[{'sp_id': '62', 'label': 'solution'}]","What is a New York State Snowmobile Association (NYSSA) Snowmobile Club voucher ID Number? 
If you are a member of a NYSSA [11] snowmobile club , you receive a voucher that includes an ID number. The ID number is located in the top right corner of your voucher, above the barcode. If you have a current NYSSA voucher , enter the voucher ID number in the box provided. If you do not have a current voucher , skip the voucher ID number section.",Register a snowmobile#1_0,321fb47b42d0c2c5dc14a047a0ba7306
If I already have a residence address registered with the DMV," you are not required to change it when you change your mailing address , but you can change the residence address if you want to",I can select to use my mailing address as my residence address,"[{'sp_id': '74', 'label': 'solution'}, {'sp_id': '75', 'label': 'solution'}]","residence address does not have to be the same as your mailing address , but you can select to use your mailing address as your residence address. If you report a change of address to the US Postal Service USPS, it does not change your address on DMV records , but you can enter the new USPS address National Change of Address or NCOA address in this transaction. When you change an address with the DMV , it does not change your address on DMV records other than your driver license / DMV photo",Information about transaction entries#3_0,d96ddfb20edb4d9dc4e5f54a57447870
I'm looking for additional information regarding registering a vehicle I bought at a sheriff auction,Do you need more help with this particular process?,Yes,"[{'sp_id': '56', 'label': 'precondition'}]","If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV",Register a vehicle I bought at a sheriff or marshal auction#3_0,d3f0bfb4f13a3b026553daa2ec564ef4
No,Do you want to know the self-certification driving types?,No,"[{'sp_id': '6', 'label': 'precondition'}]","Non - Excepted Interstate NI : Commercial driving operation is permitted across state lines , and you are required to meet the Federal medical requirements Non - Excepted Intrastate NA : Commercial driving operation is restricted to New York State only , and you are required to meet the Federal medical requirements Excepted Interstate EI : Commercial driving operation is permitted across state lines for excepted operation only and you are exempt from the Federal medical requirements Excepted",Medical Certification FAQ's#3_0,5132fd5270059fd9bde7452d4341c22e
What else the benefits of the shared information?,Bus companies could check their bus drivers and confirm their ability to safely drive the school bus. Employers could check their workers records to be aware of anything suspicious that might cause safety problems and there are many more examples on how the shared information benefits our daily life.,makes our lives safer and more convenient,"[{'sp_id': '33', 'label': 'solution'}]","The benefits of sharing DMV information 
The DMV information shared with bus companies, employers, insurance companies, researchers, and motor vehicle manufacturers, through each of the three sharing methods, makes our lives safer and more convenient. If this information were not made available traffic safety and commerce would be negatively impacted. A few examples of how DMV s information sharing programs benefit all of us are provided below.",Sharing your information#3_0,534d12c5d511789726649e032f68c64b
How do I apply for a title only?,Use the PDF file and follow instructions carefully.,Apply for a title certificate only,"[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",Apply for a title certificate only,Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
What happens if I fail the written exam or background checks?,want to know what happens if you fail the written test?,DMV will issue a CDL that does not have a HazMat endorsement,"[{'sp_id': '52', 'label': 'precondition'}]","What if I do not pass the written test or the background checks? 
If you do not pass the written test or the background checks , the DMV will issue a CDL that does not have a HazMat endorsement.",Get a  hazardous materials (HazMat) endorsement#3_0,6f0390a38a76140e6884b8d7480b304a
My vehicle was stolen. What should i do?,You should first lodge a report to the police and your insurance company.,report it to the police and your auto insurance company,"[{'sp_id': '2', 'label': 'precondition'}]","Stolen vehicles 
If your vehicle is stolen , report it to the police and your auto insurance company as soon as possible. The police will enter the information into national and state auto theft computer records. The theft will be noted on your vehicle title record to help prevent someone from selling the vehicle or applying for a title.",Stolen and recovered vehicles#3_0,689ade7e6231c9ecac03402f2dff4187
Can my driving record show PIRP completion?,It can but you would need to request a copy of your full record.,yes,"[{'sp_id': '13', 'label': 'precondition'}]","How do I know my driving record shows my PIRP course completion? 
If you need to verify that your course completion is on your DMV record , you can request a copy of your driving record [2]. If your course completion is not recorded on your driving record more than 10 weeks after you completed it , contact the course sponsor.",About point reduction#3_0,00f5f346cac4a79211bf82883c2a6f65
"Yes, for starters.",To register to vote in New York State you must be a U.S. Citizen and 18 years old by the end of this year.,"Yes, the DMV does not","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]","registration application questions related to age, citizenship, prior voting history, and political party selection, and also your phone number optional for the Board of Elections you will be asked to affirm to the Board of Elections Affirmation you will be asked to agree to the New York State Department of Motor Vehicles Attestation upon completion , we will forward your voter registration application to your County or City Board of Elections for processing Please note: The DMV does not",Voter Registration Application Frequently Asked Questions#1_0,bafeb90b6b6846be9f2359944006353a
Not exactly like that.,Is the vehicle under any kind of damage from a natural disaster or something? ,[8 ],"[{'sp_id': '34', 'label': 'precondition'}]","Proof of ownership 
The proofs of ownership needed to register and title a vehicle in New York are different for different types of vehicles for example, cars, trailers, boats, snowmobiles, manufactured homes. Acceptable proofs of ownership [3 ] Get proof of ownership at purchase [8 ] Deceased owner [9 ] Proof of ownership at purchase [8 ] Proof of ownership is not available [10 ]",Buy or sell a vehicle (transfer ownership)#3_0,0f65528c36dcbf84099a6c42b00cd0aa
"Yes, unfortunately.",Then a plea of guilty to a violation that results in 5 or more points may result in the revocation of your license under Part 132 of the Commissioner's Regulations. You may want to consult with an attorney before entering your plea.,Is it a bad thing to do?,"[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]","If you continue to ignore the ticket after your license is suspended for failure to answer the ticket , you will automatically be convicted of the charge. This is known as a' default conviction. ' The default conviction is equivalent to a guilty finding. The DMV then suspends your driver license for your failure to pay the fine. To terminate the suspension resulting from the default conviction , you must pay the fine, mandatory surcharge and the suspension termination fees. Note: Some",Tickets received in New York City#3_0,a244220f9e7d6550dba2b3ce706b0da2
Yes! That sounds good.,Have you completed the PIRP course?,I'm going to go to the store.,"[{'sp_id': '75', 'label': 'precondition'}]",QUESTIONS AND ANSWERS ABOUT...,Point & Insurance Reduction Program#3_0,cf5318069120b8eeb773c6f76a80c755
do not,What do you want to know? How can I find the unloaded weight of my truck?,(iv),"[{'sp_id': '22', 'label': 'precondition'}]","Does passenger class change the registration fees? 
No. Passenger class plates on a pick - up truck do not change the registration fees. Commercial registration fees still apply. The DMV requests the unladen weight to verify that your pick - up truck is eligible for passenger class plates. The DMV does not change the unladen weight or the MGW.",Register a pick-up truck as 'passenger' class vehicles#1_0,b78da37360f7c7d6cd1069a8e85c3a0f
How do I send the application for Veteran status designation by mail?,"You would have to send a completed Application for Permit, driver license or non-driver ID card.",Fill out the application and mail it to the address on the DMV form,"[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}]","If you are a qualified U.S. military veteran who was honorably discharged , and you have a NY State driver license, learner permit or non - driver photo ID card , you can have the word "" Veteran "" printed on the upper left hand of your photo document . There is no additional fee for the veteran status designation on your document , but all regular transaction fees will apply. After you receive the veteran designation , it will automatically be on all of your future DMV documents when you replace",Veteran status designation on a photo document#3_0,fc22824ae3a98729dd985fbc4023ef26
how do i remove the ignition restriction from my driver license?,your ignition interlock monitor must give you a gorm that states that you are no longer required to install and maintain the ignition device,(d).,"[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]","How do I remove the ignition interlock restriction from my driver license? 
Your ignition interlock monitor must give you a form that states that you are no longer required to install and maintain the ignition interlock device in motor vehicles you own or operate. You must take this form to a local DMV office and apply for a new document without the restriction.",Leandra's Law & ignition interlock devices#3_0,f9470ba8e55fb628c583646f83f79e13
hi how do i get a learner's permit,Obtaining a permit is the first step in obtaining your driver's license. Most people apply for a Class 'D - Operator' permit. 1 Must be 16 years of age or older and must submit an application in person at a DMV office.,You must be 16 or older and must apply in person at a DMV office. Here,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","Get a learner permit[1] 
Getting a permit is the first step to get your driver license. Most people apply for a Class' D - Operator' permit. 1 You must be 16 or older and must apply in person at a DMV office. Here are the steps you need to take :",Get a learner permit#1_0,25fe12530d20af8f63f19017336e8e39
and what should I do after recovering my plate and filled the MV-78B form?,"for that matter, you can bring the plate to a DMV office and apply for new plates and re-instate your registration.",bring the plates and your copy of the MV-78B to a DMV office,"[{'sp_id': '42', 'label': 'solution'}]","and you filed form MV-78B , bring the plates and your copy of the MV-78B to a DMV office to surrender them and apply for new plates and to re - instate your registration. If the plates are missing , bring your copy of form MV-78B to a DMV office and apply for new plates and reinstatement of your registration. If the vehicle and plates are recovered before you file form MV-78B, and the stolen vehicle alarm has been cancelled , your registration is still active and you may continue using the",Stolen and recovered vehicles#3_0,8a3ee9307cec5d433c632e5bf7c2017b
"Ok, better check on the one before hand. Um, one more question, please. A friend's car was also recovered few weeks ago, but its plates went missing. What he needs to do in that case?","Well, your friend needs to bring a copy of form MV-78B to a DMV and apply for new plates and reinstatement of his registration.",contact your insurance company,"[{'sp_id': '44', 'label': 'solution'}]","If your vehicle is recovered , make sure the police cancel the stolen vehicle alarm so the recovery will be listed on your title record. Do not use the vehicle or apply for plates / registration until you are sure the alarm has been cancelled. If the vehicle is damaged or totaled , contact your auto insurance company. Do not apply for plates / registration as explained below until contacting your insurance company and resolving the matter with them. If the plates are recovered with your vehicle",Stolen and recovered vehicles#3_0,99de2f5eb877c6abb1be8e01e7577fb2
What can the ALJ do at the hearing?,"The ALJ may sustain some, all, or none of the charges. There may be no action, a warning, the imposition of a suspension, revocation, and/or civil penalties.","sustain some, all, or none of the charges","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]","You are entitled to hire an attorney and to bring that attorney to the hearing. The DMV is the petitioner is this case and the complainant may be a witness for the case. As a result of the hearing , the ALJ may sustain some, all, or none of the charges. There may be no action, a warning, the imposition of a suspension, revocation, and/or civil penalties. If the ALJ only imposes civil penalties , in order to prevent the loss of your operating privilege , you must pay all fines and penalties. You",About complaints and charges for repair and body shops#3_0,5ba13e059486c40879b751f28c420017
"No, I am not.",Do you need to know how to file a complaint against a DMV regulated automotive business?,I am not a vehicle collector,"[{'sp_id': '4', 'label': 'precondition'}]","several months to resolve. Other related automotive businesses include vehicle dismantlers, salvage pools, mobile car crushers and itinerant vehicle collectors. We cannot take action against a facility unless we can find adequate evidence to substantiate the claim. Additionally , if the facility does not have a current registration , there are limitations on any fines and penalties that may be recovered. For additional information on the investigation and hearing process , please see our What",Report a problem with a DMV regulated automotive business#1_0,0cf9e8278c529cc265a6df5714c4cb98
How do I know what my voter registration status is right now?,The NYS Board of Elections provides a website for New York State residents to check their voter registration status.,The NYS Board of Elections provides a website for New York State residents to check their,"[{'sp_id': '16', 'label': 'solution'}]","How do I know what my current voter registration status is? 
The NYS Board of Elections provides a website for New York State residents to check their voter registration status [3].",Voter Registration Application Frequently Asked Questions#1_0,0f2ec90e51ee949a264bc6501b8682bf
No. I am turning 21 soon.,"If you are turning 21 soon, you can order within 40 days of your birthday date.",Yes,"[{'sp_id': '5', 'label': 'solution'}]","Replace license or permit[1] 
You can replace your license or permit including commercial and enhanced if it was lost, stolen or destroyed, or after you update your address. You can't replace your document if it is expired. If you are turning 21 soon , order within 40 days of your birthday. 

If you plan on traveling 
We recommend you come to the DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 2 Learn about Enhanced, REAL ID and Standard documents [2].",Replace license or permit#1_0,fadab4fc0aad7b5d5dbe989343ffed59
Do you have to have proof on that?,"Yes, or the lien holder could repossess the vehicle from you.",the lien holder could repossess the vehicle from you,"[{'sp_id': '168', 'label': 'solution'}]","listed on the title, ask the seller to give you the proof the lien has been paid - in most cases, it will be an official from the lender. If proof is not provided , the lien holder could repossess the vehicle from you. If you have a concern or question about the title, registration, sales tax or proof of ownership , contact the DMV Call Center or any motor vehicle office before you buy the vehicle.",Let the Buyer be Aware#3_0,f4334ff10af744da82bc9979a15052c1
I want to change my ID so it shows my new married name,"Okay, you must visit your local DMV office and bring proof of the change",No,"[{'sp_id': '6', 'label': 'solution'}]","marriage certificate shows both your spouse's surname and your former surname , you may change your middle name to your former surname or chose a different middle name and change your surname to your spouse's surname This can be in the form of a written statement from a physician, psychologist, psychiatrist or other appropriate professional that is printed on letterhead. The statement must certify that one gender is your main gender and that you identify as male or female. An appropriate",How to change information on DMV documents#3_0,4780aeee8ee0deba3ee8bfb79241ac92
"Yes, I need to know this because I accumulated more than 11 points in 18 months.",The DMV will call you for a hearing and your license may be suspended or revoked; but you can waive the hearing or accepting a definite period of suspension.,Yes,"[{'sp_id': '102', 'label': 'solution'}, {'sp_id': '103', 'label': 'solution'}]","The following table shows the point values assigned to moving traffic violations. The "" points "" are assessed against your driving record based on the date you committed the violation, not the date you were convicted in court. If you accumulate 11 or more points in 18 months , you will be called to a DMV hearing, after which your license may be suspended or revoked. You will be offered the option of waiving the hearing or accepting a definite period of suspension. Some license revocations and",Point & Insurance Reduction Program#3_0,016638fb67027fa75ef1ae7e6f02f77d
"Yes, it has expired.","In that case, you an renew online up to one year past the expiration date. And you can download and print a temporary registration that's valid for 10 days the day you renew, if you wish.","Yes, it has expired.","[{'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}]","At a DMV office 
Bring your registration renewal notice MV-3 or OP-3 and payment to a DMV office. If you don't have your MV-3 or OP-3 , complete the Application for Duplicate / Renewal Registration PDF [5] MV-82D. 

Additional Information 


My registration is about to expire or already expired 
You can renew online up to one year past the expiration date. You can download and print a temporary registration that'svalid for 10 days the day you renew.",How to renew a registration#1_0,118cb47d996f2b8468135d39f6ef8253
"If I own two cars, do they both need the system installed?",I will be glad to help with that  the system must be installed on each vehicle the motorist owns or operates ,no,"[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]","How do I remove the ignition interlock restriction from my driver license? 
Your ignition interlock monitor must give you a form that states that you are no longer required to install and maintain the ignition interlock device in motor vehicles you own or operate. You must take this form to a local DMV office and apply for a new document without the restriction.",Leandra's Law & ignition interlock devices#3_0,3428ee5d201a3791b9edd0f01bd827e1
Then what will happens once I provide my proof of insurance?,Then the dmv will verify your coverage with your insurance company.,I will get a discount,"[{'sp_id': '5', 'label': 'solution'}]",Provide proof of insurance [1],Provide proof of insurance#1_0,17fed7e81b7c4cf9d3919e9d62d76f1d
Do I need to pass a vision test when I apply for a driver license or renew license?,"Yes, you would have to pass a vision test for renewal or when apply for driver license and the test needs to show that you have a vision of at least 20/40 in either or both eyes with or without corrective lenses.",yes,"[{'sp_id': '1', 'label': 'solution'}, {'sp_id': '2', 'label': 'solution'}]","You must pass a vision test when you apply for a driver license or to renew your license. The test must show that you have visual acuity of at least 20/40 based on the Snellen Visual Acuity Scale in either or both eyes, with or without corrective lenses. You may take a vision test at a DMV office or your vision test results may be submitted to DMV electronically by a vision care provider enrolled in the DMV Online Vision Registry [1] search by ZIP Code [2] for an enrolled provider , or by a",Vision requirements & restrictions#3_0,4d24bdfcbe6c8fd41551d0885986e4a1
what is the fees for a learner's permit and driver's license,"The fee for your first New York State driver license or permit , or a new license or permit after a revocation , depends on your age when you apply and where you live .",$12.50,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","Fee to change information on a driver license or learner permit. 
The fee to change information amend on a driver license or learner permit is $12.50. 

Fee for an Enhanced Driver License (EDL) or Enhanced Permit. 
There is an additional $30.00 fee for an Enhanced Driver License.",Driver license and learner permit fees and refunds#3_0,d7f456be4dde38b78ced72626a54f33c
How do I get an unsatisfied judgment against another motorist?,"Was it the result of a car accident, collision or crash?",(iv),"[{'sp_id': '14', 'label': 'precondition'}]","How do I get an unsatisfied judgment against another motorist? 
To get an unsatisfied judgment against a motorist as a result of a motor vehicle accident, collision or crash , you must file a Supporting Affirmation PDF [2] SR-60 and the other documents listed on the affirmation SR-60.",Unsatisfied Judgments#3_0,f0bf21a98e2a39ba9c324ef85a4c7222
Hello I need to know how to change my license from Class D to Class E,have you completed the application for Standard Permit?,Step 3: Go to the DMV surrender your Class D license,"[{'sp_id': '11', 'label': 'precondition'}]","Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.",Get a license to drive a taxi or livery vehicle#3_0,969b0495fcffbb603fb70ba4f3b1d779
What happens if a resolution to my liking is not reached?,"Y can file a complaint by submitting a Vehicle Safety Complaint Report PDF VS-35 along with any supporting documents to the DMV Consumer & Facilities Services Complaint Unit .To submit electronically, download the complaint report available at the link above to your personal device  Attach and then email the completed report as well as any supporting documents.",the case will be sent to an Automotive Facilities Inspector for a formal investigation and possibly a,"[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}]","manufacturer or third party warranties or guarantees. If you feel you have a NYS Lemon Law complaint , please see Lemon Law Complaints [4].Once your complaint has been filed , a Consumer Services Representative CSR from DMV will be assigned to handle your complaint. If the CSR is unable to resolve your complaint , the case will be sent to an Automotive Facilities Inspector for a formal investigation and possibly a hearing. 3Depending on the complaint , this process could take several weeks to",Report a problem with a DMV regulated automotive business#1_0,29cf5b7f38462eff9aebe8bc695b39ed
How long do I have to reinstate my registration before it explires?,You can renew the registration and pay the renewal fees,(iii).,"[{'sp_id': '30', 'label': 'solution'}]","you surrendered. If you reinstate your registration within 60 days before the registration expires , you can renew the registration and pay the renewal fees.",Temporary surrender of vehicle plates (store plates for a season)#3_0,74440be86738af703c2e97c622dd0efa
Can I get my CDL abstract at a DMV office?,No. You can not get your CDL or Lifetime abstract at a DMV office.,no,"[{'sp_id': '41', 'label': 'solution'}]","Get Standard abstracts at a DMV office 
Sorry, you cannot get CDL or Lifetime abstracts at a DMV office. To request your Standard driving record at a DMV office , bring a completed Request for Driving Record Information PDF [12] MV-15C proof of identity 3 $ 10.00 for the fee 4 Find a DMV office near you [13].",How to get my own driving record (abstract)#1_0,bcc89c8984beaa6eb4a54791dc957508
yes,"An all - terrain vehicle ATV is any self - propelled vehicle , including an off - road motorcycle , that is manufactured for use on off - road trails or in off - road competitions ",Yes,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","out - of - state dealer collects out - of - state sales tax , you can apply for credit toward the payment of the NY State sales tax when you apply for registration in NY State. You can be eligible for credit only if New York and the other state have a reciprocal sales tax agreement see Sales Tax Paid in Another State {Sales Tax Form} PDF [7] DTF-804. If you purchased the ATV from a private seller , the seller and the buyer complete the Statement of Transaction {Sales Tax Form} PDF [8] DTF-802.",Register an ATV#1_0,295ad3998994b58e7abf4163ced5c5bf
"Good morning. I heard about some driver points the other day, do you have any info about it?",Good morning. You are talking about the Driver Violation Point System. It's a system that allows the NYS DMV to identify high risk drivers and take pertinent actions against them. Works on an assigned points basis for certain traffic violations.,yes,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]","What is the Driver Violation Point System and how does it work? 
The Driver Violation Point System gives the New York State DMV a way to identify and take action against high risk drivers. The DMV assigns points for certain traffic violations. If you get 11 points in an 18-month period , your driver license may be suspended. 1 However , the point system is not the only way to lose your license see Suspensions and Revocations [1].",About the NYS Driver Point System#3_0,e831897c729c852735c185e7219c7f96
Can you suggest a topic that might interest me?,DMV Records.,Access reports,"[{'sp_id': '75', 'label': 'solution'}]","Yes. If you purchased accident reports online within the last 7 calendar days , you can access the reports again [5]. Enter the Report Confirmation Number displayed during the report purchase transaction and emailed to you in the transaction confirmation. enter the Search Confirmation Number. Then , enter the email address you entered during the previous transaction. No fee is charged to access the reports you purchased previously. you purchased online in the last 7 days [5 ] Access reports",Get an Accident Report#1_0,8f3cda4bc8e7322290ab57a8053c813f
What happens if I forget to update my current address?,"You will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation , both misdemeanors.",I will be unable to get my mail.,"[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",1. Forgetting to Update Address,Top 5 DMV Mistakes and How to Avoid Them#3_0,bff4b3a39caf7bf81d620f8e6ec27694
That just blows my mind. Let's talk about more information then. What if my license is expired? What can I do about that?,You can renew if the facility certificate or Inspection Station license expired within the last six months.,Topic: More Info [7 ] Related PDFs: show mydmv button in,"[{'sp_id': '35', 'label': 'solution'}]","Early renewal 
You can renew if the facility certificate Inspection Station license will expire within the next 60 days. 

Expired 
You can renew if the facility certificate or Inspection Station license expired within the last six months. 

Show ""do it online"" button in megamenu: 


Topic: 
More Info [7 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Renew a business license or registration#1_0,254a8458d5f253db4437d6bab90cb8cf
Can I exchange my New Jersey license for a NY state license to meet requirements?,"Yes, you change exchange your driver license.",yes,"[{'sp_id': '5', 'label': 'solution'}, {'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}]","If you have military experience driving commercial motor vehicles you may apply for a waiver of the NYS CDL skills road test when you apply for a CDL. To meet the requirements for this waiver , you must currently hold a valid New York State driver license or have a valid out of state driver license to be exchanged for a NYS driver license meet all other requirements to qualify for a NYS CDL see Get a CDL [2 ] be currently regularly employed or regularly employed within the last year in a",Get a military skills test waiver#1_0,53b464aa2c5fa12a5cb8cdb68c85e140
