question,answer,model_answer,retrived_doc,ref,attribution,doc_id
How is my refund actually determined?,"When you registered your plates, you paid $137.50, which was for two years. This amount included $62.50, which was the registration fee for two years, that is $31.25 per year. Also included was $50.00 for the title certificate and then $25.00 for the vehicle plates. The registration fee for one year is refunded to you, as you surrendered the plates during the first year of registration ","When you surrender your plates, your Receipt FS-6 T indicates if you are eligible to receive a refund. If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. If you are not eligible for a refund or you request a transfer receipt, the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle.","subtracted. There is no refund of other fees or taxes.
How can I get my refund (if I m eligible)? 
When you surrender your plates , your Receipt FS-6 T indicates if you are eligible to receive a refund. If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. If you are not eligible for a refund or you request a transfer receipt , the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle.
How do I apply for a full 2-year refund if the registration was never used?","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]","If you are not eligible for a refund or you request a transfer receipt , the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle.",Refunds and transfer credits for surrendered plates#3_0
"If the person who registered a vehicle dies, is a refund possible?","If a person dies, a refund for the registration of the vehicle is issued to the estate of the person by the DMV. The plates must be surrendered at the DMV office and a transfer receipt requested instead of a refund receipt",Yes.,"Can I get a refund if I changed my name? 
Yes. Follow these instructions surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt send these items to the address on the Request for Refund MV-215 form completed and signed Request for Refund [1] MV-215 that prove the name has changed a photocopy of the marriage certificate, the divorce documents or other court papers the transfer receipt The DMV will issue your refund in your new name, if eligible.
Is it possible to get a refund if the registrant died?
Yes. DMV will issue the refund to the name of the estate. Follow these instructions surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt have the executor of the deceased s will send these items to the address listed on the Request for Refund MV-215 completed and signed Request for Refund [1] MV-215, with "" deceased "" written on the form a photocopy of the death certificate the transfer receipt If the estate of the registrant is settled , call the","[{'sp_id': '62', 'label': 'solution'}, {'sp_id': '63', 'label': 'solution'}, {'sp_id': '64', 'label': 'solution'}]",Yes.,Refunds and transfer credits for surrendered plates#3_0
Wat happens if the registration sticker belonging to the deceased is attached to the windshield or the vehicle plate of the vehicle in question?,"If the registration sticker of the deceased is attached to the windshield or vehicle plate of the registered vehicle, it can not be removed a refund applied for",You cannot remove the sticker and apply for a full refund,"You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued. For example , if you renewed the registration, but never used the new registration sticker , you can apply for a refund of the 2-year fee that you paid when you renewed the registration. A processing fee of $1 is subtracted from the refund amount. The registration sticker cannot be used. If the sticker was attached to the
windshield or the vehicle plate , you cannot remove the sticker and apply for a full refund. To apply for a full 2-year refund , you must surrender the vehicle plates and the unused registration sticker and stub at a DMV office and request a 2-year refund. If eligible for the refund , the DMV office will issue a receipt that displays "" two year refund. ""
Is it possible to receive a refund of the first-year of my registration fee?","[{'sp_id': '75', 'label': 'solution'}]","If the sticker was attached to the
windshield or the vehicle plate , you cannot remove the sticker and apply for a full refund.",Refunds and transfer credits for surrendered plates#3_0
What amounts are refundable if I return my plates to the DMV? ,Are you wanting to transfer the remaining registration credit to another vehicle that you need to register? ,$31.25 fee,"Refunds
Here is an example to show how your refund amount is determined. You paid $137.50 to register your vehicle for two years. The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates. You surrender the vehicle plates during the first year of the registration , and you qualify for a refund of $30.25. This is a refund of the $31.25 fee for the second year of the registration with the $1 processing fee
subtracted. There is no refund of other fees or taxes.","[{'sp_id': '9', 'label': 'precondition'}]",You paid $137.50 to register your vehicle for two years.,Refunds and transfer credits for surrendered plates#3_0
"I wasn't wanting to transfer the credit that way.  I was not aware that I could, but, since you said that it is possible to transfer the remaining registration credit to another vehicle, I might wait as I am about to purchase my husband a new car. ","When you surrender your vehicle plates to the DMV, you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee.  You get a refund or registration transfer credit for your vehicle plate fee, title certificate fee and any other fee or tax that you paid when you registered the vehicle. ",I might not want to transfer the credit that way.,"When you surrender your vehicle plates to the DMV , you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee. You get a refund or registration transfer credit for your vehicle plate fee title certificate fee you paid when you registered the vehicle any other fee or tax
Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.
Refunds","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",You cannot use it for a registration renewal.,Refunds and transfer credits for surrendered plates#3_0
Will I get this refund immediately when I surrender my plates? ,"When you surrender your plates, your Receipt FS-6 T indicates if you are eligible to receive a refund.  If you are eligible and you do not request a transfer receipt, the refund will be processed automatically and you will receive it in the mail in several weeks. ",Yes,"When you surrender your vehicle plates to the DMV , you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee. You get a refund or registration transfer credit for your vehicle plate fee title certificate fee you paid when you registered the vehicle any other fee or tax
Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.","[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]",,Refunds and transfer credits for surrendered plates#3_0
What was the form that would indicate if I am eligible for the refund? ,Your Receipt FS-6 T indicates if you are eligible to receive a refund. ,Receipt FS-6 T,"subtracted. There is no refund of other fees or taxes.
How can I get my refund (if I m eligible)? 
When you surrender your plates , your Receipt FS-6 T indicates if you are eligible to receive a refund. If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. If you are not eligible for a refund or you request a transfer receipt , the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle.
How do I apply for a full 2-year refund if the registration was never used?","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]","When you surrender your plates , your Receipt FS-6 T indicates if you are eligible to receive a refund.",Refunds and transfer credits for surrendered plates#3_0
How do I apply for a full 2-year refund if my registration was never used? ,"You can apply for a refund of the 2-year registration fee only if the registration was truly never used and it is not more than 60 days from the date the registration was issued.  A processing fee of a dollar is subtracted from the refund amount.  To apply, you must surrender the vehicle plates and the unused registration sticker and stub at the DMV office and request a 2-year refund.  If you are eligible, the DMV will issue a receipt that displays two year refund. ",You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued.,"How can I get my refund (if I m eligible)? 
When you surrender your plates , your Receipt FS-6 T indicates if you are eligible to receive a refund. If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. If you are not eligible for a refund or you request a transfer receipt , the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle.
How do I apply for a full 2-year refund if the registration was never used?
You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued. For example , if you renewed the registration, but never used the new registration sticker , you can apply for a refund of the 2-year fee that you paid when you renewed the registration. A processing fee of $1 is subtracted from the refund amount. The registration sticker cannot be used. If the sticker was attached to the","[{'sp_id': '33', 'label': 'solution'}]",You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued.,Refunds and transfer credits for surrendered plates#3_0
"What procedure to I have to follow to get this refund, though, if I have changed my name? ","You must still surrender the vehicle plates at a DMV office, but request a transfer receipt, not a refund receipt.  You will then send that to the address of the Request for Refund MV-215 form along with the completed and signed Request for Refund [1] MV-215 and proof of the name change such as a marriage certificate, divorce certificate, or other court papers.   At that point, the DMV will issue your refund in your new name if you are eligible. ","surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt send these items to the address on the Request for Refund [1] MV-215 form completed and signed Request for Refund [1] MV-215 that prove the name has changed a photocopy of the marriage certificate, the divorce documents or other court papers the transfer receipt The DMV will issue your refund in your new name, if eligible.","for Refund [1] MV-215 the original registration document stub the unused registration sticker DMV will process a refund of the first - year fee if eligible.
Can I get a refund if I changed my name? 
Yes. Follow these instructions surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt send these items to the address on the Request for Refund MV-215 form completed and signed Request for Refund [1] MV-215 that prove the name has changed a photocopy of the marriage certificate, the divorce documents or other court papers the transfer receipt The DMV will issue your refund in your new name, if eligible.
Is it possible to get a refund if the registrant died?","[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]","Follow these instructions surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt send these items to the address on the Request for Refund MV-215 form completed and signed Request for Refund [1] MV-215 that prove the name has changed a photocopy of the marriage certificate, the divorce documents or other court papers the transfer receipt The DMV will issue your refund in your new name, if eligible.",Refunds and transfer credits for surrendered plates#3_0
Will the DMV issue a refund if the registrant died? ,"The DMV will issue the refund to the name of the estate if the plates are surrendered at the DMV office and a transfer receipt is requested and the executor of the estate sends a completed and signed Request for Refund [1]MV-215, with ""deceased"" written on the form, a photocopy of the death certificate, and the transfer certificate to the address listedon the Request for Refund MV-215.  ",Yes. DMV will issue the refund to the name of the estate.,"Can I get a refund if I changed my name? 
Yes. Follow these instructions surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt send these items to the address on the Request for Refund MV-215 form completed and signed Request for Refund [1] MV-215 that prove the name has changed a photocopy of the marriage certificate, the divorce documents or other court papers the transfer receipt The DMV will issue your refund in your new name, if eligible.
Is it possible to get a refund if the registrant died?
Yes. DMV will issue the refund to the name of the estate. Follow these instructions surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt have the executor of the deceased s will send these items to the address listed on the Request for Refund MV-215 completed and signed Request for Refund [1] MV-215, with "" deceased "" written on the form a photocopy of the death certificate the transfer receipt If the estate of the registrant is settled , call the","[{'sp_id': '26', 'label': 'solution'}]",DMV will issue the refund to the name of the estate.,Refunds and transfer credits for surrendered plates#3_0
am i able to transfer my remaining registration to another vehicle?,"yes, however, there are a few conditions, you can only transfer credit for a new original registration, the new registration will expire the same day as your old registration, and you can not use it for a registration renewal",yes,"When you surrender your vehicle plates to the DMV , you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee. You get a refund or registration transfer credit for your vehicle plate fee title certificate fee you paid when you registered the vehicle any other fee or tax
Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.
Refunds","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",,Refunds and transfer credits for surrendered plates#3_0
how do i apply for a refund?,"To apply for a refund for the first year-registration fee, you must send the original registration document, and you must complete and sign the request for a refund form and send it  to the address on the page.",you surrender the vehicle plates during the first year of the registration,"Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.
Refunds
Here is an example to show how your refund amount is determined. You paid $137.50 to register your vehicle for two years. The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates. You surrender the vehicle plates during the first year of the registration , and you qualify for a refund of $30.25. This is a refund of the $31.25 fee for the second year of the registration with the $1 processing fee","[{'sp_id': '45', 'label': 'solution'}, {'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}]","You surrender the vehicle plates during the first year of the registration , and you qualify for a refund of $30.25.",Refunds and transfer credits for surrendered plates#3_0
am i eligible? for a refund,"It will depend on the DMV, if you are eligible for a refund the office will issue you a receipt",yes,"Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.
Refunds
Here is an example to show how your refund amount is determined. You paid $137.50 to register your vehicle for two years. The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates. You surrender the vehicle plates during the first year of the registration , and you qualify for a refund of $30.25. This is a refund of the $31.25 fee for the second year of the registration with the $1 processing fee","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",,Refunds and transfer credits for surrendered plates#3_0
are there conditions that apply when applying for a full 2-year refund?,"yes, you can only apply for the refund if the registration was never used and it has been no more than 60 days from when the registration was issued",yes,"How can I get my refund (if I m eligible)? 
When you surrender your plates , your Receipt FS-6 T indicates if you are eligible to receive a refund. If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. If you are not eligible for a refund or you request a transfer receipt , the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle.
How do I apply for a full 2-year refund if the registration was never used?
You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued. For example , if you renewed the registration, but never used the new registration sticker , you can apply for a refund of the 2-year fee that you paid when you renewed the registration. A processing fee of $1 is subtracted from the refund amount. The registration sticker cannot be used. If the sticker was attached to the","[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]",,Refunds and transfer credits for surrendered plates#3_0
"I'm sorry, i don't quite understand, could you explain it in more detail?","sure, you can apply for a refund for the amount that you paid when you renewed your registration",Transfer credit is a credit that can be used for a new original registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.,"Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.
Refunds
Here is an example to show how your refund amount is determined. You paid $137.50 to register your vehicle for two years. The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates. You surrender the vehicle plates during the first year of the registration , and you qualify for a refund of $30.25. This is a refund of the $31.25 fee for the second year of the registration with the $1 processing fee","[{'sp_id': '31', 'label': 'solution'}]",You can only use the transfer credit for a new original registration.,Refunds and transfer credits for surrendered plates#3_0
can i get a refund if i change my name?,"yes, that shouldn't be a problem, you will just need to surrender the vehicle plates at a DMV office and request a transfer receipt",yes,"for Refund [1] MV-215 the original registration document stub the unused registration sticker DMV will process a refund of the first - year fee if eligible.
Can I get a refund if I changed my name? 
Yes. Follow these instructions surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt send these items to the address on the Request for Refund MV-215 form completed and signed Request for Refund [1] MV-215 that prove the name has changed a photocopy of the marriage certificate, the divorce documents or other court papers the transfer receipt The DMV will issue your refund in your new name, if eligible.
Is it possible to get a refund if the registrant died?","[{'sp_id': '51', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",,Refunds and transfer credits for surrendered plates#3_0
how do i transfer credit?,if you transfer your remaining registration to another vehicle your new registration will espire the same day,surrender your vehicle plates to the DMV,"When you surrender your vehicle plates to the DMV , you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee. You get a refund or registration transfer credit for your vehicle plate fee title certificate fee you paid when you registered the vehicle any other fee or tax
Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.
Refunds","[{'sp_id': '9', 'label': 'precondition'}]","When you surrender your vehicle plates to the DMV , you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee.",Refunds and transfer credits for surrendered plates#3_0
I need help with transferring a credit.,Do you need to transfer your remaining registration to another vehicle?,No,"When you surrender your vehicle plates to the DMV , you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee. You get a refund or registration transfer credit for your vehicle plate fee title certificate fee you paid when you registered the vehicle any other fee or tax
Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.
Refunds","[{'sp_id': '9', 'label': 'precondition'}]",,Refunds and transfer credits for surrendered plates#3_0
I want to know about the pre-licensing course.,"This is a DMV-approved and standardized classroom course that teaches you all you need to know as a new driver, such as: driving within the highway transportation system.",[1],"What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]","The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2].",Prepare for your road test#3_0
What should I do in case I encounter stop lines or crosswalks?,You should stop before crossing them.,Stop before crossing them,"into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know
the meanings of signs, signals and pavement markings, and obey them consistently. Stopping position : If a stop is required , stop your vehicle before it reaches an intersecting street. If stop lines or crosswalks are present , stop before crossing them. If your view is blocked after stopping behind the crosswalk , move up until you can clearly see your way , then stop again if necessary. Lane selection and position : Keep your vehicle in the proper traffic lane, especially when preparing to
make turns. Don't allow room for another vehicle to pass you on the side that you are turning toward. Communication : Let other drivers and pedestrians know which way you want to go. Use your directional signals or horn consistently and at the proper times. Observation : Look for and identify potential problems or hazards in the traffic around you - not just straight ahead, but behind you and on either side. Check your mirrors frequently , but be sure to look over your shoulder behind you when","[{'sp_id': '74', 'label': 'solution'}]","If stop lines or crosswalks are present , stop before crossing them.",Prepare for your road test#3_0
What should I take into consideration for my road test?,"Remember to steer smoothly in all circumstances, accelerate in a controlled and smooth way and don't force the engine or cause it to stall.",You should practice driving safely,"that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift","[{'sp_id': '50', 'label': 'solution'}, {'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]",What should I practice for my road test?,Prepare for your road test#3_0
Is there anything I need to do before I take my road test?,Once you get your learner permit you should always obey the permit restrictions on where and when you may drive. Then you have to complete a 5-hour pre-licensing course.,Get a motorcycle license,"that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",See Get a motorcycle license [4].,Prepare for your road test#3_0
What should I do in case I lost my certificate?,You have to contact the school that issued the certificate to obtain another one.,Contact the school that issued it,"changing lanes or backing up. Anticipate and react : Anticipate possible driving errors by others and be ready to react safely to make up for their mistakes. If you have a Class DJ or MJ learner permit , you must have a minimum of 50 hours of supervised practice driving that includes at least 15 hours of driving after sunset before you take a road test. You must bring to the road test a completed Certification of Supervised Driving [3] MV-262 signed by your parent or guardian. If you lose your
certificate , contact the school that issued it to obtain a replacement.","[{'sp_id': '94', 'label': 'solution'}]","If you lose your
certificate , contact the school that issued it to obtain a replacement.",Prepare for your road test#3_0
"What are the things that I need to organise before I am eligible to take my road test?
","Firstly, you will need a learner permit, and please remember that you must obey all rules and conditions that are applicable to being a learner driver. You must also have completed a Pre-Licensing Course OR a high school/college Driver Education Course",Get a motorcycle license,"that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What should I practice for my road test?
Steering: Steer smoothly whether you are driving straight ahead, turning or backing up. Acceleration : Accelerate smoothly and moderately. Don't race the engine or cause it to stall. Braking : Bring the vehicle to a stop gently. Start braking well before your stopping position to avoid abrupt stops. Make sure you stop your vehicle in the proper position of the lane. Clutch / Gears : Always be sure your vehicle is in the correct gear. With either an automatic or a manual transmission , shift","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",See Get a motorcycle license [4].,Prepare for your road test#3_0
Are there age restrictions involved regarding the amount of supervised practice driving that I should have,"In order for you to be eligible to take the road test, you must have a minimum of 50 hours of supervised driving practice completed",Yes,"Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test?
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",,Prepare for your road test#3_0
Are there particular rules regarding proceeding in a vehicle when stopped or when selecting a position in a lane on the highway,"When the vehicle is stopped, you must not proceed until you can clearly see in both directions, you must also be very vigilant when choosing a lane on the highway","Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility.","into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know
the meanings of signs, signals and pavement markings, and obey them consistently. Stopping position : If a stop is required , stop your vehicle before it reaches an intersecting street. If stop lines or crosswalks are present , stop before crossing them. If your view is blocked after stopping behind the crosswalk , move up until you can clearly see your way , then stop again if necessary. Lane selection and position : Keep your vehicle in the proper traffic lane, especially when preparing to
make turns. Don't allow room for another vehicle to pass you on the side that you are turning toward. Communication : Let other drivers and pedestrians know which way you want to go. Use your directional signals or horn consistently and at the proper times. Observation : Look for and identify potential problems or hazards in the traffic around you - not just straight ahead, but behind you and on either side. Check your mirrors frequently , but be sure to look over your shoulder behind you when","[{'sp_id': '76', 'label': 'solution'}, {'sp_id': '77', 'label': 'solution'}, {'sp_id': '78', 'label': 'solution'}]","Traffic signs, signals and markings : Know
the meanings of signs, signals and pavement markings, and obey them consistently.",Prepare for your road test#3_0
Is there a particular place where I can find the necessary information regarding the Pre-Licensing course,"You can search online for the course or alternatively, contact a local Driving Instructor from your telephone directory",MV-277 [2].,"What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and","[{'sp_id': '21', 'label': 'solution'}]","The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2].",Prepare for your road test#3_0
"If I was to change my license from one class to another, is there a necessity for a Pre-Licensing Course Certificate","To amend the class on your license, there is no need to have a Pre-Licensing Course Certificate, provided you have a valid NY State driver license",No,"Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test?","[{'sp_id': '36', 'label': 'solution'}]","No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.",Prepare for your road test#3_0
What proof of supervise driving practice do I need to bring with me to the driver test,You must present a Certificate of Supervised Driving MV-262 to the license examiner. This Certificate is completed by your parent of guardian which certifies that you have the required amount of supervised driving practice,MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving,"Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
How much supervised practice driving must I get before I take my road test?
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend","[{'sp_id': '43', 'label': 'solution'}]","If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend",Prepare for your road test#3_0
