question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
How old does my superivising driver have to be?,Your supervising driver must be at least 21 years old and have a valid driver license.,21 or older,"[[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]]","No matter what age you are , if you hold a learner permit , you may not drive unless accompanied by a supervising driver age 21 or older who has a valid license to operate the vehicle you are driving. For example , only a person with a motorcycle",Learner permit restrictions#3_0,55f812933a041545b238be020c83c71d
"Can you answer a few questions I have about exchanging my driver license from another state, please?","Of course. You must exchange your-out-state driver license from another U.S. state or territory, federal district or Canadian province within 30 days of becoming a resident of New York.",What is the process of obtaining a new license,"[[{'sp_id': '2', 'label': 'solution'}]]",Exchange your out-of-state driver license[1],Exchange your out-of-state driver license#1_0,db2306f5e854734e7940feeeb0072f58
I have to do this within a month of becoming a NY resident?,"Yes, that is correct.",( 7 ),"[[{'sp_id': '2', 'label': 'solution'}]]","resources for drivers from other countries [7]. To live in a house, a home, an apartment, a room or other similar place in NYS for 90 days is considered "" presumptive evidence "" that you are a resident of New York State. A police officer can use",Exchange your out-of-state driver license#1_0,db2306f5e854734e7940feeeb0072f58
Can you suggest a topic to me?,Driver License.,Driver License,"[[{'sp_id': '99', 'label': 'solution'}]]","Show ""do it online"" button in megamenu: 


Topic: 
Driver License [8 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Exchange your out-of-state driver license#1_0,db2306f5e854734e7940feeeb0072f58
That's a great topic. But I have another question. What should I do if I can't get a letter or abstract showing the date of issue?,"In that case you must apply for a new, original driver license. ",you must apply,"[[{'sp_id': '73', 'label': 'solution'}, {'sp_id': '74', 'label': 'solution'}]]","of - state photo driver license does not show the date it was issued, get a certified driver license record or letter from the state that issued the license that indicates the date of issue. If you cannot get a letter or abstract , you must apply",Exchange your out-of-state driver license#1_0,db2306f5e854734e7940feeeb0072f58
"Will do. By the way, is paying taxes enough to be considered a resident of NY?","A judge considers these facts to decide if your intent is to make NYS a ""fixed and permanent"" residence. According to this law, students from other states or from other nations who attend school in New York State are usually not considered residents of NYS.",no,"[[{'sp_id': '67', 'label': 'solution'}, {'sp_id': '68', 'label': 'solution'}, {'sp_id': '69', 'label': 'solution'}]]","who attend school in New York State are usually not considered residents of NYS. DMV does not decide if you are a resident of New York State, if you must get a NYS driver license, or if you must register your vehicle in New York State. If your out -",Exchange your out-of-state driver license#1_0,db2306f5e854734e7940feeeb0072f58
Do I need to visit the DMV office to make an exchange?,"Yes. This transaction can only be processed in person, at a DMV office.
Would you like a faster service?",no,"[[{'sp_id': '14', 'label': 'solution'}], [{'sp_id': '23', 'label': 'precondition'}]]",Exchange your out-of-state driver license[1],Exchange your out-of-state driver license#1_0,db2306f5e854734e7940feeeb0072f58
"No, that's alright. I have time.",Would you like to visit the DMV office in another county?,I'll be late.,"[[{'sp_id': '25', 'label': 'precondition'}]]","service , make a reservation online before visiting offices in New York City, Westchester, Nassau, Suffolk, Rockland, Onondaga, Monroe or Albany Counties. For all other counties , see our office locations and hours [4]. Make a Reservation [5 ] *",Exchange your out-of-state driver license#1_0,db2306f5e854734e7940feeeb0072f58
we want to open a snowmobile dealership,Would you like to know how to apply for a snowmobile dealer business certificate?,i want to,"[[{'sp_id': '126', 'label': 'precondition'}]]",Snowmobile Dealer,Open a dealership#3_0,fd2a9f62f63bb09e561050f3094ebd61
yeah,To apply for a snowmobile dealer business certificate you must use the Application for a Snowmobile Dealer Registration form.,I'm a fan of the band.,"[[{'sp_id': '127', 'label': 'solution'}]]",applicable.,Open a dealership#3_0,fd2a9f62f63bb09e561050f3094ebd61
we have the name and everything ready so what do we do if we are going at it as an LLC?,LLCs have to submit a copy of their Filing Receipt from the Department of State.,file an application,"[[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]]","If you do not have your Proof of Business Name , do not submit an application with DMV yet! Corporations and LLCs : You must submit a copy of your Filing Receipt from the Department of State. Instructions to file can be found on the NY State",Open a dealership#3_0,fd2a9f62f63bb09e561050f3094ebd61
how do we do that?,Instructions to file can be found on the NY State Department of State website.,submitting a copy of your business certificate,"[[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]]",Department of State website [9]. Partnerships and Individuals Using an Assumed Name : You must submit a copy of your Business Certificate of Assumed Name. Contact your county clerk to obtain your business certificate.,Open a dealership#3_0,fd2a9f62f63bb09e561050f3094ebd61
what do we do about the certificate of authority?,The Certificate of Authority and Sales Tax ID number are issued by the New York State Department of Taxation and Finance.  You can apply by visiting the NY State DTF website.,we do,"[[{'sp_id': '26', 'label': 'solution'}, {'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}]]",Certificate of Authority,Open a dealership#3_0,fd2a9f62f63bb09e561050f3094ebd61
do we get a surety bond with you?,The DMV does not provide Surety Bonds. You will have to contact a surety insurance company and have them fill out the Dealer Bond Under NY State Vehicle and Traffic Law Section 415.,no,"[[{'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}, {'sp_id': '51', 'label': 'solution'}]]",Surety Bond,Open a dealership#3_0,fd2a9f62f63bb09e561050f3094ebd61
"last question, what does our official registered dealer sign have to be size-wise?","The sign must measure at least 3 feet wide by 2 feet tall, and it needs to be a red background with white lettering.",a rectangular shaped sign,"[[{'sp_id': '83', 'label': 'solution'}, {'sp_id': '84', 'label': 'solution'}, {'sp_id': '85', 'label': 'solution'}]]",Official dealer sign,Open a dealership#3_0,fd2a9f62f63bb09e561050f3094ebd61
Can I pay a civil penalty to the driver by mail?,"yes, To pay a driver civil penalty by mail for uninsured operation or uninsured accident ",No,"[[{'sp_id': '42', 'label': 'precondition'}]]",Pay driver civil penalty[1],Pay driver civil penalty#1_0,26666248a64974c6398c0b5c5a08f17a
ok how do i do it?,"send a certified check , personal check or money order payable to Commissioner of Motor Vehicles",pay online,"[[{'sp_id': '43', 'label': 'solution'}]]","Pay online 
You can pay with a credit or debit card. 7 Your name and address on DMV records must be correct. Create a MyDMV account [4] to verify or change your address.",Pay driver civil penalty#1_0,26666248a64974c6398c0b5c5a08f17a
how is the process to pay online," if the order was issued between June 1 , 1972 and April 30 , 1989 , the civil penalty is $ 300",credit or debit card,"[[{'sp_id': '71', 'label': 'solution'}]]","Pay online 
You can pay with a credit or debit card. 7 Your name and address on DMV records must be correct. Create a MyDMV account [4] to verify or change your address.",Pay driver civil penalty#1_0,26666248a64974c6398c0b5c5a08f17a
"To pay a civil fine to the driver by mail for a chemical test refusal, what must be done?",send a certified check ,send a certified check or money order,"[[{'sp_id': '46', 'label': 'solution'}]]","332BAlbany, NY 12228 To pay a driver civil penalty by mail for a chemical test refusal or violation of the Zero Tolerance Law , send a certified check or money order payable to Commissioner of Motor Vehicles to : Driver Improvement UnitNYS DMV6",Pay driver civil penalty#1_0,26666248a64974c6398c0b5c5a08f17a
If your order was issued before that scheduled date,"if the order was issued between January 1 , 1981 and June 30 , 1990 , the civil penalty is $ 100","June 1, 1972 and April 30,","[[{'sp_id': '55', 'label': 'solution'}]]","the order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $500 if the order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $500 if the order was issued between June 1 , 1972 and April 30 ,",Pay driver civil penalty#1_0,26666248a64974c6398c0b5c5a08f17a
"if the order was issued between May 14, 2003", the civil penalty is $ 500,the civil penalty is $300,"[[{'sp_id': '73', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,26666248a64974c6398c0b5c5a08f17a
Hello I need information about if you can pay a fine by mail?,"Yes you can To pay a civil penalty to the driver by mail for an uninsured operation or an uninsured accident, but you must meet certain requirements.",online,"[[{'sp_id': '42', 'label': 'precondition'}]]","You can pay the driver civil penalty at the office listed on your suspension or revocation order , but it s much faster and easier to pay online. if the order was issued between January 1 , 1981 and June 30 , 1990 , the civil penalty is $100 if the",Pay driver civil penalty#1_0,810618b39585e3ad40229665a1202cdf
Yes,"You can do this by sending a certified check, personal check, or money order made payable to the Commissioner of Motor Vehicles",no survey,"[[{'sp_id': '43', 'label': 'solution'}]]","Show ""do it online"" button in megamenu: 


Topic: 
Tickets [7 ] 

show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Pay driver civil penalty#1_0,810618b39585e3ad40229665a1202cdf
Can I pay more than one civil penalty online at the same time?,Pay a civil driver's fine online,Yes,"[[{'sp_id': '40', 'label': 'solution'}]]",You can pay more than one civil penalty online at a time,Pay driver civil penalty#1_0,810618b39585e3ad40229665a1202cdf
"If the order was issued between November 1, 1992 and October 31, 1996, how much would the fine be?",the civil fine would be $ 250,$200,"[[{'sp_id': '61', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,810618b39585e3ad40229665a1202cdf
"If the order was issued between January 1, 1981 and June 30, 1990, how much would it be?",the civil fine would be $ 100,$200,"[[{'sp_id': '55', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,810618b39585e3ad40229665a1202cdf
What if you are suspended for a violation of the zero tolerance law?,"If you are suspended for a violation of the zero tolerance law, [34] you must wait until the suspension period ends, pay a suspension termination fee, and have a valid driver's license before you can legally drive.",wait until the suspension,"[[{'sp_id': '34', 'label': 'solution'}]]","your revocation was for an uninsured accident. If your revocation was for an uninsured accident , you must contact the DMV Insurance Services Bureau. If you are suspended for a violation of the Zero tolerance law , you must wait until the suspension",Pay driver civil penalty#1_0,810618b39585e3ad40229665a1202cdf
hello a question can I pay a fine by mail?,of course you can pay a civil penalty to the driver by mail for uninsured operation or uninsured accident,no,"[[{'sp_id': '42', 'label': 'precondition'}]]",By mail,Pay driver civil penalty#1_0,07b3ef118448d80f7c38bd4ff4aa23f1
"no I don't have to pay a fine
If the fine was generated in 1980, how much was the fine?",the civil fine would be $ 300,$300,"[[{'sp_id': '75', 'label': 'solution'}]]","1989 , the civil penalty is $300 if the order was issued between May 1 , 1989 and May 14 , 2003 , the civil penalty is $500 if the order was issued between June 1 , 1972 and April 30 , 1989 , the civil penalty is $300 if the order was issued between",Pay driver civil penalty#1_0,07b3ef118448d80f7c38bd4ff4aa23f1
What if it was before 2006?,the civil fine would be $ 350,$350,"[[{'sp_id': '63', 'label': 'solution'}]]","October 31 , 1996 , the civil penalty is $250 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $350 if the order was issued between September 1 , 1983 and June 30 , 1990 , the civil penalty is $250 if",Pay driver civil penalty#1_0,07b3ef118448d80f7c38bd4ff4aa23f1
and can I pay more than one civil penalty online at the same time?,"You are not required to pay all of your civil fines in one transaction, but you cannot be approved for a new driver's license or the restoration of your driving privilege until you pay all of the civil fines you owe.",Yes,"[[{'sp_id': '37', 'label': 'solution'}, {'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}]]",You can pay more than one civil penalty online at a time,Pay driver civil penalty#1_0,07b3ef118448d80f7c38bd4ff4aa23f1
"If the order was issued between July 1, 1990 and October 31, 1996, what would be the fine?",the civil fine would be $ 500,$200,"[[{'sp_id': '69', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,07b3ef118448d80f7c38bd4ff4aa23f1
Can additional fines be paid in a single section?,You can return to the transaction later to pay additional civil penalties.,no,"[[{'sp_id': '37', 'label': 'solution'}, {'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}]]",You can pay more than one civil penalty online at a time,Pay driver civil penalty#1_0,07b3ef118448d80f7c38bd4ff4aa23f1
"And if it is by check, where should I send it?","I must send it to the NYS DMV6 Empire State Plaza Driver Improvement Unit, Room 338 Albany, NY 12228 474 - 0774,",the post office,"[[{'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}]]",By mail,Pay driver civil penalty#1_0,07b3ef118448d80f7c38bd4ff4aa23f1
Can I pay this driver civil penalty by mail?,Is it for an uninsured operation or uninsured accident?,no,"[[{'sp_id': '42', 'label': 'precondition'}]]",Pay driver civil penalty[1],Pay driver civil penalty#1_0,317e6ec4a06c5619d584800a60aadcf3
"Yes the latter, where do I send it?","You may send a certified check, personal check or money order payable to Commissioner of Motor Vehicles at Insurance Services Bureau NYS DMV6 Empire State Plaza, Room 332B Albany, NY 12228",a post office,"[[{'sp_id': '43', 'label': 'solution'}]]",By mail,Pay driver civil penalty#1_0,317e6ec4a06c5619d584800a60aadcf3
How much is it?,"If the order was issued between November 1, 1992 and October 31, 1996, the civil penalty is $250.",$.,"[[{'sp_id': '61', 'label': 'solution'}]]",Who must pay?,Pay driver civil penalty#1_0,317e6ec4a06c5619d584800a60aadcf3
Who do I make the check out to?,Your check must be payable to the Commissioner of Motor Vehicles.,the bank,"[[{'sp_id': '46', 'label': 'solution'}]]",Who must pay?,Pay driver civil penalty#1_0,317e6ec4a06c5619d584800a60aadcf3
Do you have any information about driving tickets?,Yes you may click on this link Tickets.,A driver civil penalty,"[[{'sp_id': '89', 'label': 'solution'}]]","A driver civil penalty is a fine you must pay to DMV for certain offenses before your license or driving privilege can be restored after a suspension or revocation. This fine is in addition to any other fines, penalties or surcharges that you must",Pay driver civil penalty#1_0,317e6ec4a06c5619d584800a60aadcf3
Why are there so many different amounts?,"This is the civil penalty amount effective 11/1/2006. For example, if your order was issued between July 1, 1990 and October 31, 1996, the civil penalty is $ 200.",online at a time,"[[{'sp_id': '57', 'label': 'solution'}]]",You can pay more than one civil penalty online at a time,Pay driver civil penalty#1_0,317e6ec4a06c5619d584800a60aadcf3
What if it was way earlier than that?,"The further back it goes, the greater the amount. If the order was issued between June 1, 1972 and April 30, 1989, the civil penalty is $300.",suspension,"[[{'sp_id': '75', 'label': 'solution'}]]","your revocation was for an uninsured accident. If your revocation was for an uninsured accident , you must contact the DMV Insurance Services Bureau. If you are suspended for a violation of the Zero tolerance law , you must wait until the suspension",Pay driver civil penalty#1_0,317e6ec4a06c5619d584800a60aadcf3
"Hi, I would like to know if I can pay by mail a civil fine?",want to pay a civil penalty to the driver by mail for uninsured operation or uninsured accident?,no,"[[{'sp_id': '42', 'label': 'precondition'}]]","You can pay the driver civil penalty at the office listed on your suspension or revocation order , but it s much faster and easier to pay online. if the order was issued between January 1 , 1981 and June 30 , 1990 , the civil penalty is $100 if the",Pay driver civil penalty#1_0,db09e08db5baede0056c00468c045aac
"do not
What is the main topic of this information?   ",Tickets,a sexy sexy girl,"[[{'sp_id': '89', 'label': 'solution'}]]",You must provide,Pay driver civil penalty#1_0,db09e08db5baede0056c00468c045aac
"How much is the fine if the order was issued between September 1, 1983 and June 30, 1990?",the civil fine is $ 250,$200,"[[{'sp_id': '65', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,db09e08db5baede0056c00468c045aac
"How much is the fine if the order was issued between July 1, 1990 and October 31, 1996?",the civil fine is $ 200,$200,"[[{'sp_id': '57', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,db09e08db5baede0056c00468c045aac
"What if the order was issued between June 1, 1972 and April 30, 1989?",the civil fine is $ 300,$300,"[[{'sp_id': '71', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,db09e08db5baede0056c00468c045aac
How do I pay my driver civil penalty by mail?,Do you need to pay driver civil penalty by mail for uninsured operation or uninsured accident?,online,"[[{'sp_id': '42', 'label': 'precondition'}]]","You can pay the driver civil penalty at the office listed on your suspension or revocation order , but it s much faster and easier to pay online. if the order was issued between January 1 , 1981 and June 30 , 1990 , the civil penalty is $100 if the",Pay driver civil penalty#1_0,345fb3a63a090ada2121a4cd9cadd0f1
"No it is not for uninsured operation or uninsured accident.
How do I know how much the penalty will be?",The reason for the suspension or revocation will determine the amount you pay.,certified check,"[[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]]","To pay a driver civil penalty by mail for uninsured operation or uninsured accident , send a certified check, personal check or money order payable to Commissioner of Motor Vehicles to : Insurance Services BureauNYS DMV6 Empire State Plaza, Room",Pay driver civil penalty#1_0,345fb3a63a090ada2121a4cd9cadd0f1
Can I pay at the DMV office?,"Yes, you are able to pay the driver civil penalty at the office listed on your suspension or revocation order; but is may faster and easier to pay online.",No,"[[{'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]]","Pay online 
You can pay with a credit or debit card. 7 Your name and address on DMV records must be correct. Create a MyDMV account [4] to verify or change your address.",Pay driver civil penalty#1_0,345fb3a63a090ada2121a4cd9cadd0f1
"What is the amount I pay if the order was issued between June 1, 1972 and May 14, 2003?",The civil penalty would be $300 then.,$300,"[[{'sp_id': '71', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,345fb3a63a090ada2121a4cd9cadd0f1
"What is the amount if the dates of the order was issued November 1, 1996 through October 31, 2006?",Then you will have to pay the civil penalty of $350.,$200,"[[{'sp_id': '63', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,345fb3a63a090ada2121a4cd9cadd0f1
What can I use to pay my penalty online?,You would be able to pay with a credit or debit card and your name and address on DMV records must be correct.,a credit card,"[[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]]",You can pay more than one civil penalty online at a time,Pay driver civil penalty#1_0,345fb3a63a090ada2121a4cd9cadd0f1
Hello there. I need some guidance with paying a driver civil penalty by mail.,Of course. Do you want to pay a driver civil penalty by mail for uninsured operation or uninsured accident?,You can pay a driver civil penalty by mail.,"[[{'sp_id': '42', 'label': 'precondition'}]]",Pay driver civil penalty[1],Pay driver civil penalty#1_0,572c107f6030aa64232e54e61b7a5b72
"Yes, I do.","Then you should send us a certified check, personal check or money order payable to Commissioner of Motor Vehicles.",I do,"[[{'sp_id': '43', 'label': 'solution'}]]","You are not required to pay all of your civil penalties in one transaction , but you cannot be approved for a new driver license or restoration of your driving privilege until you pay all the civil penalties you owe. You can return to the",Pay driver civil penalty#1_0,572c107f6030aa64232e54e61b7a5b72
"What penalty do I have to pay if the order was issued on April 1, 1993?",In that case the civil penalty is $ 200.,$500,"[[{'sp_id': '57', 'label': 'solution'}]]","1989 , the civil penalty is $300 if the order was issued between May 1 , 1989 and May 14 , 2003 , the civil penalty is $500 if the order was issued between June 1 , 1972 and April 30 , 1989 , the civil penalty is $300 if the order was issued between",Pay driver civil penalty#1_0,572c107f6030aa64232e54e61b7a5b72
I see. And in which cases do I need to pay the penalty?,"If you refused to take a chemical test for alcohol or drugs, if you operated or permitted the operation of a motor vehicle without automobile liability insurance or if you operated a motor vehicle involved in a traffic crash and the vehicle was not covered by automobile liability insurance and your driver license or driving privilege was revoked you need to pay the penalty.",suspension or revocation,"[[{'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}]]","Penalty amount 
The amount depends on the reason for the suspension or revocation. You may owe more than one civil penalty.",Pay driver civil penalty#1_0,572c107f6030aa64232e54e61b7a5b72
"I have another penalty, issued on August 1, 1989. What penalty do I have to expect from that?",In that case the civil penalty is $ 250.,$500,"[[{'sp_id': '65', 'label': 'solution'}]]","1989 , the civil penalty is $300 if the order was issued between May 1 , 1989 and May 14 , 2003 , the civil penalty is $500 if the order was issued between June 1 , 1972 and April 30 , 1989 , the civil penalty is $300 if the order was issued between",Pay driver civil penalty#1_0,572c107f6030aa64232e54e61b7a5b72
"Finally, what does a penalty issued on August 12, 1994 cost me?",In that case the civil penalty is $ 500.,$300,"[[{'sp_id': '67', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,572c107f6030aa64232e54e61b7a5b72
Can you suggest a topic?,Tickets.,The Great Depression,"[[{'sp_id': '89', 'label': 'solution'}]]",You must provide,Pay driver civil penalty#1_0,572c107f6030aa64232e54e61b7a5b72
Can you please fill me in on how to pay a driver civil penalty?,Of course. Do you wish to pay a driver civil penalty by mail for uninsured operation or uninsured accident?, 1,"[[{'sp_id': '42', 'label': 'precondition'}]]",Pay driver civil penalty[1],Pay driver civil penalty#1_0,c4fb3f24fc02df0656836583df0f1fc4
"No, not by mail.
What fee do I have to pay for a penalty that was issued on March 3, 1996?",In that case the civil penalty is $ 500.,$100,"[[{'sp_id': '73', 'label': 'solution'}]]","You can pay the driver civil penalty at the office listed on your suspension or revocation order , but it s much faster and easier to pay online. if the order was issued between January 1 , 1981 and June 30 , 1990 , the civil penalty is $100 if the",Pay driver civil penalty#1_0,c4fb3f24fc02df0656836583df0f1fc4
"And what fee do I have to pay for a penalty that was issued on August 21, 1988?",In that case the civil penalty is $ 300.,$300,"[[{'sp_id': '75', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,c4fb3f24fc02df0656836583df0f1fc4
"Alright, fair enough. Can you suggest a topic?",Tickets.,Zero tolerance law,"[[{'sp_id': '89', 'label': 'solution'}]]","your revocation was for an uninsured accident. If your revocation was for an uninsured accident , you must contact the DMV Insurance Services Bureau. If you are suspended for a violation of the Zero tolerance law , you must wait until the suspension",Pay driver civil penalty#1_0,c4fb3f24fc02df0656836583df0f1fc4
"What fee would I have to pay for a penalty that was issued on October 7, 2005?",In that case the civil penalty is $ 350.,$350,"[[{'sp_id': '63', 'label': 'solution'}]]","October 31 , 1996 , the civil penalty is $250 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $350 if the order was issued between September 1 , 1983 and June 30 , 1990 , the civil penalty is $250 if",Pay driver civil penalty#1_0,c4fb3f24fc02df0656836583df0f1fc4
"And what fee do I have to pay for a penalty that was issued on March 22, 1995?",In that case the civil penalty is $ 500.,$500,"[[{'sp_id': '69', 'label': 'solution'}]]","1989 , the civil penalty is $300 if the order was issued between May 1 , 1989 and May 14 , 2003 , the civil penalty is $500 if the order was issued between June 1 , 1972 and April 30 , 1989 , the civil penalty is $300 if the order was issued between",Pay driver civil penalty#1_0,c4fb3f24fc02df0656836583df0f1fc4
Hello. I urgently need to know more about driver civil penalties. There is one I need to pay asap.,Do you want to pay a driver civil penalty by mail for uninsured operation or uninsured accident?,Driver civil penalty,"[[{'sp_id': '42', 'label': 'precondition'}]]",Pay driver civil penalty[1],Pay driver civil penalty#1_0,c133078c0b8c5805ef25afedc6cb96e9
"No, not by mail. It needs to be faster than that.
What do I need to make a fast online payment?","You must provide the last four digits of your Social Security Number, your DMV ID Number Client ID Number from your NY State driver license, learner permit or non-driver photo ID card see where to find information on your driver license.",a credit or debit card,"[[{'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}, {'sp_id': '24', 'label': 'solution'}]]","Pay online 
You can pay with a credit or debit card. 7 Your name and address on DMV records must be correct. Create a MyDMV account [4] to verify or change your address.",Pay driver civil penalty#1_0,c133078c0b8c5805ef25afedc6cb96e9
That's a start. Can I pay it at a DMV office too?,"Yes, you can pay the driver civil penalty at the office listed on your suspension or revocation order, but it s much faster and easier to pay online.",Yes,"[[{'sp_id': '52', 'label': 'solution'}, {'sp_id': '53', 'label': 'solution'}]]","Pay online 
You can pay with a credit or debit card. 7 Your name and address on DMV records must be correct. Create a MyDMV account [4] to verify or change your address.",Pay driver civil penalty#1_0,c133078c0b8c5805ef25afedc6cb96e9
OK. And do I really have to pay it?,"Yes, in many cases. For example, if your driver license was revoked because you refused to take a chemical test for alcohol or drugs, or you operated or permitted the operation of a motor vehicle without automobile liability insurance, or you operated a motor vehicle involved in a traffic crash and the vehicle was not covered by automobile liability insurance.",I have to pay it,"[[{'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}]]",Who must pay?,Pay driver civil penalty#1_0,c133078c0b8c5805ef25afedc6cb96e9
"Alright. And what does an order that was issued on the 2nd of March, 2005 cost me? ",The civil penalty for this is $ 300.,$200,"[[{'sp_id': '59', 'label': 'solution'}]]","order was issued between July 1 , 1990 and October 31 , 1996 , the civil penalty is $200 if the order was issued between November 1 , 1996 and October 31 , 2006 , the civil penalty is $300 if the order was issued between November 1 , 1992 and",Pay driver civil penalty#1_0,c133078c0b8c5805ef25afedc6cb96e9
That's bitter. I have another one though. In April of the same year. Is it the same amount?,The civil penalty for this one is $ 350.,no,"[[{'sp_id': '63', 'label': 'solution'}]]","1989 , the civil penalty is $300 if the order was issued between May 1 , 1989 and May 14 , 2003 , the civil penalty is $500 if the order was issued between June 1 , 1972 and April 30 , 1989 , the civil penalty is $300 if the order was issued between",Pay driver civil penalty#1_0,c133078c0b8c5805ef25afedc6cb96e9
Can I pay my driver civil penalty through mail?,Is it for uninsured operation or uninsured accident?,no,"[[{'sp_id': '42', 'label': 'precondition'}]]","You can pay the driver civil penalty at the office listed on your suspension or revocation order , but it s much faster and easier to pay online. if the order was issued between January 1 , 1981 and June 30 , 1990 , the civil penalty is $100 if the",Pay driver civil penalty#1_0,6ae750f18ee5a6dbce5067cfa7b7203c
"Yes, it is for uninsured accident.","You would need to send a certified check, personal check or money order made out to Commissioner of Motor Vehicles.","Yes, it is for uninsured accident","[[{'sp_id': '43', 'label': 'solution'}]]","your revocation was for an uninsured accident. If your revocation was for an uninsured accident , you must contact the DMV Insurance Services Bureau. If you are suspended for a violation of the Zero tolerance law , you must wait until the suspension",Pay driver civil penalty#1_0,6ae750f18ee5a6dbce5067cfa7b7203c
Is it possible to pay a driver civil penalty online?,"Yes, you can pay a driver civil penalty online.",no,"[[{'sp_id': '40', 'label': 'solution'}]]","You can pay the driver civil penalty at the office listed on your suspension or revocation order , but it s much faster and easier to pay online. if the order was issued between January 1 , 1981 and June 30 , 1990 , the civil penalty is $100 if the",Pay driver civil penalty#1_0,6ae750f18ee5a6dbce5067cfa7b7203c
