,question,answer,model_answer,true_ref_str,retrived_doc,answer_f1,answer_prec,answer_recall,autoais_retrevied(model_answer),att_f1,att_prec,att_recall,autoais_true_answer,ref_range,BLEU,ROUGHLS,BLEU_ANS,ROUGHLS_ANS,cos_sim,cos_sim_ans
323,Anything I need to do before taking the road test?,"Once you get your learner permit, you have to obey the restrictions on where and when you are allowed to drive. You should also complete a 5-hour pre-licensing course or a high school or college driver education course.",Complete a 5 hour Pre - licensing Course,"Once you have a learner permit ,  obey the learner permit restrictions [1] on where and when you may drive [1 ]  complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course ","What should I practice for my road test?
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
How much supervised practice driving must I get before I take my road test?
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring",0.097560975609756,0.3333333333333333,0.0571428571428571,Yes,0.2415458937198067,0.1420454545454545,0.8064516129032258,yes,"[(52, 85), (94, 172), (172, 265)]",0.0022119646011019,0.0010051880327388,0.0524899404066143,0.0150639545746474,0.6453414,0.5686551
324,How long it lasts the pre-licensing course certificate?,"The pre-licensing course certificate lasts for 1 year from the date it is issued, and the student certificate of completion lasts for two years.",one year,Your Pre - licensing Course Certificate is valid for one year from the date it is issued.  A Student Certificate of Completion is valid for two years. ,"For how long will my Pre-licensing Course Certificate be valid?
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
What is the Pre-licensing Course and how do I find one?
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring",0.0869565217391304,0.5,0.0476190476190476,yes,0.2021276595744681,0.1158536585365853,0.7916666666666666,yes,"[(1667, 1757), (1757, 1817)]",0.0021757648062363,0.0009869568543304,0.2259005009024612,0.0465194669487734,0.5804543,0.41604322
325,anything else I need to do before the road test?,"apart from obeying the learner permits restrictions and completing a 5-hour pre-licensing course, you should get a good amount of supervised driving practice.",a learner permit,"Once you have a learner permit ,  obey the learner permit restrictions [1] on where and when you may drive [1 ]  complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course ","What should I practice for my road test?
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
changing lanes or backing up. Anticipate and react : Anticipate possible driving errors by others and be ready to react safely to make up for their mistakes. If you have a Class DJ or MJ learner permit , you must have a minimum of 50 hours of supervised practice driving that includes at least 15 hours of driving after sunset before you take a road test. You must bring to the road test a completed Certification of Supervised Driving [3] MV-262 signed by your parent or guardian. If you lose your",0.0909090909090909,0.5,0.05,yes,0.1805054151624548,0.1016260162601626,0.8064516129032258,supervised driving practice,"[(52, 85), (94, 172), (172, 265)]",0.0015874617682563,0.0007467927276454,0.11678449443205,0.0279460823906827,0.65333986,0.5283803
326,please give me more recommendations about practicing and lessons for my road test.,It is recommended a minimum of 50 hours of supervised driving for drivers of all ages and that you take a driver education course or professional driving lessons.,a driver education course or professional driving lessons,We recommend that all drivers of all ages have this amount and type of practice.  We also recommend that you take a driver education course or professional driving lessons. ,"What should I practice for my road test?
that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]",0.4242424242424242,1.0,0.2692307692307692,yes,0.2017543859649122,0.115,0.8214285714285714,Yes,"[(2956, 3037), (3037, 3128)]",0.0017516010276296,0.0008087571014627,0.0361024872582901,0.01103231965863,0.64539504,0.68558335
327,"I'm under 18, what I need to do before taking the road test?",You have to wait for at least six months from the date you received your learner permit to schedule a road test.,50 hours of supervised practice driving,you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] ,"What should I practice for my road test?
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
How much supervised practice driving must I get before I take my road test?
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend",0.0,0.0,0.0,yes,0.175609756097561,0.0972972972972973,0.9,yes,"[(350, 463)]",0.0020623009551369,0.0009369899390995,0.0522999606345228,0.0149398769191851,0.6317191,0.5067361
328,What should I do in case I lost my certificate?,"You must contact the school that issued the certificate, they will give you a replacement.",contact the school that issued it,contact the school that issued it to obtain a replacement. ,"certificate , contact the school that issued it to obtain a replacement.
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
the original certificate to your road test to turn in to the license examiner.
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.",0.4705882352941176,0.8,0.3333333333333333,yes,0.1111111111111111,0.0588235294117647,1.0,Yes,"[(5766, 5825)]",0.0023560401150446,0.0010469543250719,0.0588980545731109,0.0163080666782875,0.5534856,0.59200186
329,"I have 6 months with my Pre-licensing Course Certificate, how much longer is it valid?","It is valid for 1 year since the certificate is issued, while a Student Certificate of Completion is valid for 2 years.",one year,Your Pre - licensing Course Certificate is valid for one year from the date it is issued.  A Student Certificate of Completion is valid for two years. ,"For how long will my Pre-licensing Course Certificate be valid?
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
What is the Pre-licensing Course and how do I find one?
How much supervised practice driving must I get before I take my road test?",0.0909090909090909,0.5,0.05,yes,0.2992125984251969,0.1844660194174757,0.7916666666666666,Yes,"[(1667, 1757), (1757, 1817)]",0.0036268484041197,0.0015546186123151,0.2259005009024612,0.0465194669487734,0.5485392,0.41604322
330,What should I know about speed and following distance when practicing for my road test?,"Always respect the posted speed limit and adjust your speed taking into account factors such as weather, road, visibility and traffic conditions. Maintain adequate ""cushion"" space between your vehicle and the ones you are following. Always keep in mind the ""two second rule"" described in the Driver's Manual.",Obey the posted speed limit,"Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions.  Keep an adequate space "" cushion "" between your vehicle and those you are following.  Use the "" two second rule "" described in the Driver's Manual. ","What should I practice for my road test?
into the proper gear at the right time without "" grinding "" the gears. Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Following distance : Keep an adequate space "" cushion "" between your vehicle and those you are following. Use the "" two second rule "" described in the Driver's Manual. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings : Know
How much supervised practice driving must I get before I take my road test?
changing lanes or backing up. Anticipate and react : Anticipate possible driving errors by others and be ready to react safely to make up for their mistakes. If you have a Class DJ or MJ learner permit , you must have a minimum of 50 hours of supervised practice driving that includes at least 15 hours of driving after sunset before you take a road test. You must bring to the road test a completed Certification of Supervised Driving [3] MV-262 signed by your parent or guardian. If you lose your",0.125,0.75,0.0681818181818181,yes,0.3425925925925926,0.2102272727272727,0.925,"Speed: Obey the posted speed limit, of course, but also adjust your speed properly due to weather, road, visibility and traffic conditions. Be sure to increase your following distance in poor weather or visibility. Traffic signs, signals and markings: Know How much supervised practice driving must I get before I take my road test?","[(3838, 3971), (3992, 4077), (4077, 4139)]",0.0021568345505328,0.0009835762678249,0.0723728402702922,0.01927815781466,0.7189735,0.74775994
331,Is it okay to cross a crosswalk during my road test?,"No, you must stop before crossing the crosswalk.",if necessary,stop before crossing them. ,"What should I practice for my road test?
the meanings of signs, signals and pavement markings, and obey them consistently. Stopping position : If a stop is required , stop your vehicle before it reaches an intersecting street. If stop lines or crosswalks are present , stop before crossing them. If your view is blocked after stopping behind the crosswalk , move up until you can clearly see your way , then stop again if necessary. Lane selection and position : Keep your vehicle in the proper traffic lane, especially when preparing to
How much supervised practice driving must I get before I take my road test?
make turns. Don't allow room for another vehicle to pass you on the side that you are turning toward. Communication : Let other drivers and pedestrians know which way you want to go. Use your directional signals or horn consistently and at the proper times. Observation : Look for and identify potential problems or hazards in the traffic around you - not just straight ahead, but behind you and on either side. Check your mirrors frequently , but be sure to look over your shoulder behind you when",0.0,0.0,0.0,Yes,0.0441988950276243,0.0225988700564971,1.0,Yes,"[(4485, 4512)]",0.0017997755292443,0.000820747468803,0.1585116569261715,0.0356456018456121,0.706261,0.54270166
332,"Yeah, hi, i went  through pre-licensing course and got my certificate, but i wanted to know how much time is it valid before expiring?","Sure, no problem. Your certificate will be valid for one year period, starting on the date it was issued to you. In case you have a certificate of completion, that will be valid for a two years period.",one year,Your Pre - licensing Course Certificate is valid for one year from the date it is issued.  A Student Certificate of Completion is valid for two years. ,"Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
For how long will my Pre-licensing Course Certificate be valid?
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
What is the Pre-licensing Course and how do I find one?",0.1081081081081081,1.0,0.0571428571428571,yes,0.1979166666666666,0.1130952380952381,0.7916666666666666,Yes,"[(1667, 1757), (1757, 1817)]",0.0022568824087773,0.001019744479542,0.2259005009024612,0.0465194669487734,0.56176597,0.40813935
333,"Great, thanks. Another question, please. What do i need to know for doing the road test? Need to practice something specific?","Certainly. It's a road test, so you'll need to practice some basics moves, so they know you are ready, for example you must focus on steering and acceleration, basic stuff.",habits and skills,"Steer smoothly whether you are driving straight ahead, turning or backing up.  Accelerate smoothly and moderately.  Don't race the engine or cause it to stall. ","What should I practice for my road test?
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and",0.0625,0.3333333333333333,0.0344827586206896,yes,0.0551181102362204,0.0304347826086956,0.2916666666666667,basics moves,"[(3274, 3352), (3367, 3403), (3403, 3447)]",0.001506153883441,0.0007085911270266,0.1122201642896725,0.0272012012612679,0.62006855,0.52381027
334,"Oh, i see, thanks. Sorry, but again about the certificate, did you mention a different one from pre-licensing, and that being valid for a greater period?","That would be Student Completion Certificate, and that will be valid for a two years period, unlike your Pre-licensing that only is valid for one year.",A Student Certificate of Completion,Your Pre - licensing Course Certificate is valid for one year from the date it is issued.  A Student Certificate of Completion is valid for two years. ,"Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
For how long will my Pre-licensing Course Certificate be valid?
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring",0.2068965517241379,0.75,0.12,no,0.1696428571428571,0.095,0.7916666666666666,Yes,"[(1667, 1757), (1757, 1817)]",0.0017897896227083,0.0008287730488296,0.0593034547245491,0.0166034602390981,0.5372274,0.36166126
335,"Hi, i need to do some pre-licensing course but don't know what's that, can you help me´?","No problem. Pre-licensing course is a DMV-approved, standardized classroom course that will fill you in on many topics that are important to you as a new driver.",MV - 278,"It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver.  The course covers many important topics, including  driving within the highway transportation system ","What is the Pre-licensing Course and how do I find one?
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and",0.0,0.0,0.0,,0.2300884955752212,0.1306532663316583,0.9629629629629628,Yes,"[(522, 631), (631, 682), (682, 731)]",0.0017501198499112,0.0008137481700159,0.1964073254502565,0.0404459664687739,0.54728794,0.51233375
336,"Ah, i see. So you need that before i get my license. Um, by the way, right now a friend of mine wants to change its license class, does he needs pre-licensing?","If he is in possession of a valid NYS driver license, he doesn't need to have a pre-licensing course certificate o a student certificate of completion in order to change license's class. The same will apply to you.","No, you do not need a Pre - licensing Course Certificate",you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class. ,"Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
What is the Pre-licensing Course and how do I find one?",0.1860465116279069,0.4444444444444444,0.1176470588235294,Yes,0.2512562814070352,0.1479289940828402,0.8333333333333334,yes,"[(2208, 2393)]",0.0020946544624561,0.0009530984401016,0.0377924697741851,0.0115136676653774,0.5362788,0.4253735
337,"Great, good to know that. Another question, i'm a high school student and there's indeed driving lessons being offered. If a itake that course, it will help me in any way with licensing?","Sure it will. Once you complete that course, you'll get an Student Certificate of Completion, and won't need to pass through the other course. With that certificate you can schedule your road test. Remember to bring it so you can turn it in to your license examiner.",Yes,and you do not need a Pre - licensing Course Certificate.  You must have one of these certificates to schedule your road test.  You must bring the original certificate to your road test to turn in to the license examiner. ,"that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.",0.0,0.0,0.0,Yes,0.1749049429657794,0.1013215859030837,0.6388888888888888,Yes,"[(1380, 1438), (1438, 1506), (1506, 1600)]",0.0014593364692122,0.0006880894575775,0.4854917717073234,0.0862145427090973,0.57086307,0.5447581
338,"That sounds nice. i'll look into it. But lets say i'm still interested in the other course, how i can find one, please?",No problem. You can use your local telephone directory to search for a driving instruction facility or go online and perform the same search.,many online or in your telephone directory for Driving Instruction,look online or in your telephone directory for Driving Instruction. ,"What is the Pre-licensing Course and how do I find one?
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.",0.5000000000000001,0.8,0.3636363636363636,yes,0.0952380952380952,0.05,1.0,Yes,"[(1077, 1145)]",0.0016956251533482,0.0007846591454178,0.0324124752750676,0.0101536975961719,0.5509636,0.5735994
339,"Ok, What can you tell me about the topics being discussed on the course?","As said before, the course cover many important topics for you as new driver, but for example, a pair of topics would be attitudes and risk taking while driving and other would be use of drugs.",driving within the highway transportation system,attitudes and risk taking  other drugs and driving ,"It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and
Your Pre - licensing Course Certificate is valid for one year from the date it is issued. A Student Certificate of Completion is valid for two years. If your Pre - licensing Course Certificate expires , you must complete the course again to receive the certificate required to schedule a road test. Your certificate must be valid on the date that you make your Road Test appointment, but can be expired on the date you take your road test.
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.",0.0512820512820512,0.2,0.0294117647058823,yes,0.0526315789473684,0.0271317829457364,0.875,Yes,"[(767, 793), (803, 827)]",0.0011433492517875,0.0005454654160832,0.0429811161525749,0.0127466677351002,0.5703081,0.5690828
340,"Um, ok. And before to go on my road test, what i should focus on?","Well, you have many topics but for name some of them, you can focus on steering and acceleration, it is pretty much the most important.",communication :,"Steer smoothly whether you are driving straight ahead, turning or backing up.  Accelerate smoothly and moderately.  Don't race the engine or cause it to stall. ","What should I practice for my road test?
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
make turns. Don't allow room for another vehicle to pass you on the side that you are turning toward. Communication : Let other drivers and pedestrians know which way you want to go. Use your directional signals or horn consistently and at the proper times. Observation : Look for and identify potential problems or hazards in the traffic around you - not just straight ahead, but behind you and on either side. Check your mirrors frequently , but be sure to look over your shoulder behind you when
the meanings of signs, signals and pavement markings, and obey them consistently. Stopping position : If a stop is required , stop your vehicle before it reaches an intersecting street. If stop lines or crosswalks are present , stop before crossing them. If your view is blocked after stopping behind the crosswalk , move up until you can clearly see your way , then stop again if necessary. Lane selection and position : Keep your vehicle in the proper traffic lane, especially when preparing to",0.0,0.0,0.0,communication :,0.0902255639097744,0.0495867768595041,0.5,"[1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18, you must wait at least six months from the date you received your learner permit to schedule your road test [1 ] make turns. Don't allow room for another vehicle to pass you on the side that you are turning toward. Communication : Let other drivers and pedestrians know which way you want to go. Use your directional signals or horn consistently and at the proper times. Observation : Keep your vehicle in the proper traffic lane, especially when preparing to hypothesis:","[(3274, 3352), (3367, 3403), (3403, 3447)]",0.0015234803054466,0.0007165961418054,0.1217579004961157,0.0287372158818802,0.6552399,0.52972376
341,"Hello, I'm getting prepared for my road test and I'd like to know how much supervised practice driving must I get before I take my road test",Are you under age 18?,50 hours,"If you are under age 18 , ","How much supervised practice driving must I get before I take my road test?
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend
What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
changing lanes or backing up. Anticipate and react : Anticipate possible driving errors by others and be ready to react safely to make up for their mistakes. If you have a Class DJ or MJ learner permit , you must have a minimum of 50 hours of supervised practice driving that includes at least 15 hours of driving after sunset before you take a road test. You must bring to the road test a completed Certification of Supervised Driving [3] MV-262 signed by your parent or guardian. If you lose your",0.0,0.0,0.0,Yes,0.0449438202247191,0.0229885057471264,1.0,yes,"[(2472, 2498)]",0.0012852179329535,0.0006059508598822,0.1964073254502565,0.0404459664687739,0.5740529,0.40234804
342,"Yes, I'm 16","You must have a minimum of 50 hours of supervised practice driving with: 
a) at least 15 hour at night after sunset 
b) at least 10 hours in moderate to heavy traffic",I'm 16,before you take your road test you must  have a minimum of 50 hours of supervised practice driving with ,"What do I need to do before I take my road test? 
Once you have a learner permit , you must obey the learner permit restrictions [1] on where and when you may drive [1 ] complete a 5-hour Pre - licensing Course or a high school or college Driver Education Course get an appropriate amount of supervised driving practice 1 if you are under age 18 , you must wait at least six months from the date you received your learner permit to schedule your road test [1 ]
If you are under age 18 , before you take your road test you must have a minimum of 50 hours of supervised practice driving with at least 15 hours at night after sunset at least 10 hours in moderate to heavy traffic bring to the road test a Certification of Supervised Driving MV-262 [3] completed by your parent or guardian to certify that you have had the required hours of supervised practice driving you must give the MV-262 to the license examiner each time you take a road test We recommend
Do I need a Pre-Licensing Course Certificate to change my license from one class to another? 
No , you do not need a Pre - licensing Course Certificate or a Student Certificate of Completion if you have a valid NY State driver license and you apply to amend to another license Class.
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring",0.0,0.0,0.0,Yes,0.1059602649006622,0.056338028169014,0.8888888888888888,a,"[(2498, 2538), (2538, 2601)]",0.0012725968612675,0.0006077590639612,0.2540663740773073,0.0494757029071777,0.5665243,0.5014991
343,Thank you! What should I be practicing for my test? ,"You should be practicing ""everything"": steering, acceleration, braking, speed, clutch... etc. But if you ask what are the most important things, I can tell you Steering, and Acceleration.Make sure to steer smoothly whether you are driving straight ahead, turning or backing up, and moderate and smoothly acceleration are key!",all drivers of all ages,"Steer smoothly whether you are driving straight ahead, turning or backing up.  Accelerate smoothly and moderately.  Don't race the engine or cause it to stall. ","What should I practice for my road test?
that all drivers of all ages have this amount and type of practice. We also recommend that you take a driver education course or professional driving lessons. There are additional requirements for motorcycle permits. See Get a motorcycle license [4].
It is a DMV - approved, standardized classroom course that provides knowledge you will need as a new driver. The course covers many important topics, including driving within the highway transportation system driver habits and skills feelings , attitudes and risk taking alcohol , other drugs and driving You can find the course curriculum and other information in the Pre - Licensing Course Instructor s Manual MV-277 [2]. The Pre - licensing Course is available through high schools, colleges, and
many driving schools. To find providers in your area , look online or in your telephone directory for Driving Instruction. When you successfully complete the course , you will be given a Pre - licensing Course Certificate MV-278. If you complete a high school or college driver education course, you will receive a Student Certificate of Completion MV-285 , and you do not need a Pre - licensing Course Certificate. You must have one of these certificates to schedule your road test. You must bring",0.0,0.0,0.0,no,0.0657276995305164,0.037037037037037,0.2916666666666667,,"[(3274, 3352), (3367, 3403), (3403, 3447)]",0.001751484453323,0.0008112979818588,0.0837087582569252,0.0215974444641001,0.5983295,0.5422814
