question,answer,model_answer,retrived_doc,ref,attribution,doc_id
I heard that liability insurance are not required by some trailers. So do i need to surrender the plates if the trailer is not insured?,"Yes however, if the trailer does not have a valid registration, you need to surrender the plates regardless of whether the trailer required or not to have a liability insurance.",Yes.,"Can I surrender my plates temporarily? 
Yes. See special procedures to surrender plates for a season [4] temporary surrender of plates. 

Motorcycle and trailer plates 


Do I need to surrender motorcycle plates? 
It s not necessary to surrender motorcycle plates , but your motorcycle must be insured if you ride it. 

Do I need to surrender trailer plates? 
Even though some trailers are not required to have liability insurance , you must surrender the plate if the trailer does not have a valid registration. 

Lost, stolen or destroyed plates","[{'sp_id': '56', 'label': 'solution'}, {'sp_id': '57', 'label': 'solution'}]",Yes.,Surrender (return or turn in) your plates to the DMV#3_0
"After i remove the plates and stickers at the DMV Office to surrender my plates, what should i do?",You will need to check the plates. Plate attached with plate frames and fasteners will not be accepted.,Complete the PD-7 application. Bring the plates and PD-7 to an DMV office.,"At a DMV Office 
Step 1 : Remove plates and stickers This includes the plate frames and fasteners - we will not accept plates with them attached. Destroy the registration and inspection stickers from your windshield. Do not give your plates to another person unless that person will surrender the plates for you. Step 2 : Complete the PD-7 application You must complete the Plate Surrender Application PDF [1] PD-7 for each set of plates you are surrendering. Step 3 : Bring the plates and PD-7 to an DMV Find a DMV office [2] near you. County motor vehicle offices will charge you a $1 fee to process the surrender. If another person surrenders your plates for you , make sure that the person gives you the FS-6 T receipt for your records. 

Refunds 


Will I receive a refund when I surrender my plates? 
It depends. See registrations refunds for surrendered plates [3] for more information. 

Temporary surrender","[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]",Step 3 : Bring the plates and PD-7 to an DMV Find a DMV office [2] near you.,Surrender (return or turn in) your plates to the DMV#3_0
"For lost, stolen or destroyed plates, can i get a new one using the old registration?",No. You need to surrender the registration and a new registration and plates will be issued after that by the DMV.,Yes.,"Do I need to surrender the registration if the plates are lost, destroyed or stolen? 
Yes. You need to report plates that are lost, stolen or destroyed [5] and surrender the registration. In these cases the DMV can issue you a new registration and plates. Motorcycles : You do not need to surrender motorcycle plates if there is a lapse in the liability insurance coverage. A motorcycle must have liability insurance to be operated. Trailers : Normally a trailer does not need liability insurance. The DMV will not suspend your driver license or registration if you fail to surrender the plate. The DMV recommends that you surrender any type of vehicle plate when the plate is not used to make sure that the plate is destroyed.","[{'sp_id': '60', 'label': 'solution'}, {'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}]",Yes.,Surrender (return or turn in) your plates to the DMV#3_0
How can I get a refund?,Do you want a refund after surrendering your plates?,You can get a refund by contacting the DMV office.,"At a DMV Office 
Step 1 : Remove plates and stickers This includes the plate frames and fasteners - we will not accept plates with them attached. Destroy the registration and inspection stickers from your windshield. Do not give your plates to another person unless that person will surrender the plates for you. Step 2 : Complete the PD-7 application You must complete the Plate Surrender Application PDF [1] PD-7 for each set of plates you are surrendering. Step 3 : Bring the plates and PD-7 to an DMV Find a DMV office [2] near you. County motor vehicle offices will charge you a $1 fee to process the surrender. If another person surrenders your plates for you , make sure that the person gives you the FS-6 T receipt for your records. 

Refunds 


Will I receive a refund when I surrender my plates? 
It depends. See registrations refunds for surrendered plates [3] for more information. 

Temporary surrender","[{'sp_id': '44', 'label': 'precondition'}]","Refunds 


Will I receive a refund when I surrender my plates?",Surrender (return or turn in) your plates to the DMV#3_0
Yes,See registrations refunds for surrendered plates for more information,Yes,"By mail 
Step 1 : Remove plates and stickers This includes the plate frames and fasteners - we will not accept plates with them attached. Destroy the registration and inspection stickers from your windshield. Do not give your plates to another person unless that person will surrender the plates for you. Step 2 : Complete the PD-7 application You must complete the Plate Surrender Application PDF [1] PD-7 for each set of plates you are surrendering. Step 3 : Mail the application with your plates to NYS DMV6 Empire State PlazaRoom B240Albany, NY 12228 We use the mail postmark date as the date that you surrendered your plates. To be notified by the US Postal Service that we received your plates, send them by registered or certified mail, and request a return receipt. We will mail you your FS-6 T receipt.","[{'sp_id': '45', 'label': 'solution'}, {'sp_id': '46', 'label': 'solution'}]",,Surrender (return or turn in) your plates to the DMV#3_0
Do I need to surrender motorcycle plates?,It s not necessary to surrender motorcycle plates but your motorcycle must be insured if you ride it,Yes,"Can I surrender my plates temporarily? 
Yes. See special procedures to surrender plates for a season [4] temporary surrender of plates. 

Motorcycle and trailer plates 


Do I need to surrender motorcycle plates? 
It s not necessary to surrender motorcycle plates , but your motorcycle must be insured if you ride it. 

Do I need to surrender trailer plates? 
Even though some trailers are not required to have liability insurance , you must surrender the plate if the trailer does not have a valid registration. 

Lost, stolen or destroyed plates","[{'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}]",Yes.,Surrender (return or turn in) your plates to the DMV#3_0
When do I need to give up my plates?,Before you end the vehicle 's liability insurance coverage,Before you end the vehicle's liability insurance coverage.,"When you need to surrender plate(s) 
Before you end the vehicle's liability insurance coverage. If you do not turn in your plate , we will suspend your registration and can suspend your driver license. If you want to register your vehicle in another state. You must surrender your New York State vehicle plates to the New York DMV. 

How to surrender New York State plates 
Note: If you need to surrender plates from another state , you need to surrender them to that state's DMV not the New York State DMV.","[{'sp_id': '2', 'label': 'solution'}]","When you need to surrender plate(s) 
Before you end the vehicle's liability insurance coverage.",Surrender (return or turn in) your plates to the DMV#3_0
Can I surrender my plates temporarily?,"Yes, see special procedures to surrender plates for a season temporary surrender of plates","Yes, you can.","At a DMV Office 
Step 1 : Remove plates and stickers This includes the plate frames and fasteners - we will not accept plates with them attached. Destroy the registration and inspection stickers from your windshield. Do not give your plates to another person unless that person will surrender the plates for you. Step 2 : Complete the PD-7 application You must complete the Plate Surrender Application PDF [1] PD-7 for each set of plates you are surrendering. Step 3 : Bring the plates and PD-7 to an DMV Find a DMV office [2] near you. County motor vehicle offices will charge you a $1 fee to process the surrender. If another person surrenders your plates for you , make sure that the person gives you the FS-6 T receipt for your records. 

Refunds 


Will I receive a refund when I surrender my plates? 
It depends. See registrations refunds for surrendered plates [3] for more information. 

Temporary surrender","[{'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]",It depends.,Surrender (return or turn in) your plates to the DMV#3_0
What happens if my plates are missing?,Have they been lost or stolen?,"You need to report plates that are lost, stolen or destroyed [5] and surrender the registration","Do I need to surrender the registration if the plates are lost, destroyed or stolen? 
Yes. You need to report plates that are lost, stolen or destroyed [5] and surrender the registration. In these cases the DMV can issue you a new registration and plates. Motorcycles : You do not need to surrender motorcycle plates if there is a lapse in the liability insurance coverage. A motorcycle must have liability insurance to be operated. Trailers : Normally a trailer does not need liability insurance. The DMV will not suspend your driver license or registration if you fail to surrender the plate. The DMV recommends that you surrender any type of vehicle plate when the plate is not used to make sure that the plate is destroyed.","[{'sp_id': '59', 'label': 'precondition'}]","You need to report plates that are lost, stolen or destroyed [5] and surrender the registration.",Surrender (return or turn in) your plates to the DMV#3_0
Yes stolen,"Then you need to report plates that are lost , stolen or destroyed and surrender the registration. In these cases the DMV can issue you a new registration and plates",Yes,"Do I need to surrender the registration if the plates are lost, destroyed or stolen? 
Yes. You need to report plates that are lost, stolen or destroyed [5] and surrender the registration. In these cases the DMV can issue you a new registration and plates. Motorcycles : You do not need to surrender motorcycle plates if there is a lapse in the liability insurance coverage. A motorcycle must have liability insurance to be operated. Trailers : Normally a trailer does not need liability insurance. The DMV will not suspend your driver license or registration if you fail to surrender the plate. The DMV recommends that you surrender any type of vehicle plate when the plate is not used to make sure that the plate is destroyed.","[{'sp_id': '60', 'label': 'solution'}, {'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}]",Yes.,Surrender (return or turn in) your plates to the DMV#3_0
"Hello my vehicle plates were stolen, what do I do? Please help me.",You will need to surrender your registration if the plates have been stolen.,Take the plates to a DMV office.,"At a DMV Office 
Step 1 : Remove plates and stickers This includes the plate frames and fasteners - we will not accept plates with them attached. Destroy the registration and inspection stickers from your windshield. Do not give your plates to another person unless that person will surrender the plates for you. Step 2 : Complete the PD-7 application You must complete the Plate Surrender Application PDF [1] PD-7 for each set of plates you are surrendering. Step 3 : Bring the plates and PD-7 to an DMV Find a DMV office [2] near you. County motor vehicle offices will charge you a $1 fee to process the surrender. If another person surrenders your plates for you , make sure that the person gives you the FS-6 T receipt for your records. 

Refunds 


Will I receive a refund when I surrender my plates? 
It depends. See registrations refunds for surrendered plates [3] for more information. 

Temporary surrender","[{'sp_id': '59', 'label': 'precondition'}]",Step 3 : Bring the plates and PD-7 to an DMV Find a DMV office [2] near you.,Surrender (return or turn in) your plates to the DMV#3_0
will i get a refund when i surrender my plates?,will i receive a refund when i surrender my plates. does this apply to you?,Yes,"At a DMV Office 
Step 1 : Remove plates and stickers This includes the plate frames and fasteners - we will not accept plates with them attached. Destroy the registration and inspection stickers from your windshield. Do not give your plates to another person unless that person will surrender the plates for you. Step 2 : Complete the PD-7 application You must complete the Plate Surrender Application PDF [1] PD-7 for each set of plates you are surrendering. Step 3 : Bring the plates and PD-7 to an DMV Find a DMV office [2] near you. County motor vehicle offices will charge you a $1 fee to process the surrender. If another person surrenders your plates for you , make sure that the person gives you the FS-6 T receipt for your records. 

Refunds 


Will I receive a refund when I surrender my plates? 
It depends. See registrations refunds for surrendered plates [3] for more information. 

Temporary surrender","[{'sp_id': '44', 'label': 'precondition'}]",,Surrender (return or turn in) your plates to the DMV#3_0
I need help to renew my non-driver ID card,Ok. You can renew your non-driver ID card only 1 year before and up to 2 years after your card expires.,Yes,"When overseas , you must renew your non - drivers ID card through the mail. Please submit the renewal notice we mailed you , or if you don't have it , an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 the appropriate fee We recommend that you send us a pre - addressed priority mail return envelope with your application. This will help ensure that we send your ID to the correct address. Renewal anytime within this period will not affect the expiration date of your new non - driver ID card or the fees. If your non - driver ID is expired for 2 years or more , you must apply for an original non - driver ID card. See Get a non - driver ID card NDID [8]. Starting in October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your non - driver ID was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard documents show :' NOT FOR FEDERAL PURPOSES'. If you want to","[{'sp_id': '2', 'label': 'solution'}]",,Renew non-driver ID card#1_0
"My ID card is an Enhanced non-driver ID, is the cost the same?",the additional 30$ still applies to the renewal.,no,"Renew non-driver ID card[1] 
You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions. If you are 62 or older or you receive Supplemental Security Income SSI , you are eligible for a reduced fee or' No Fee' ID. See the section Reduced fee or' No Fee' non driver IDs on this page for more information. 

If you plan on traveling 
We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 2 Learn about Enhanced, REAL ID and Standard documents [2]. 

Renew at an office and get an Enhanced or REAL ID 
You don't have to get an Enhanced or REAL ID. 3 However , if you have a Standard , you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of identification you need before you come to DMV. Find your proofs [3 ]","[{'sp_id': '54', 'label': 'solution'}]","If it is expired for 2 years or more, you can t renew - there are no exceptions.",Renew non-driver ID card#1_0
In case I'm overseas what can I do to renew my non-driver ID card?,When overseas you can renew your non-driver ID card via mail.,submit the renewal notice we mailed you,"When overseas , you must renew your non - drivers ID card through the mail. Please submit the renewal notice we mailed you , or if you don't have it , an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 the appropriate fee We recommend that you send us a pre - addressed priority mail return envelope with your application. This will help ensure that we send your ID to the correct address. Renewal anytime within this period will not affect the expiration date of your new non - driver ID card or the fees. If your non - driver ID is expired for 2 years or more , you must apply for an original non - driver ID card. See Get a non - driver ID card NDID [8]. Starting in October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your non - driver ID was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard documents show :' NOT FOR FEDERAL PURPOSES'. If you want to","[{'sp_id': '92', 'label': 'solution'}]",If you want to,Renew non-driver ID card#1_0
If my Temporary Visitor status is extended can I renew my non-driver ID card?,"for that case, you have to go to a DMV office with your updated paperwork from the DHS and we'll update our records to show your new status so you can renew your non-driver ID card.",yes,"Temporary Visitor 
As long as the Temporary Visitor status that DMV has on file is not expired you can renew your non - driver ID card online, through the mail or in an office. If your Temporary Visitor status has been extended , you must go to a DMV office with your updated paperwork from the United States Department of Homeland Security DHS. We will update our records to show that your Temporary Visitor status has been extended so you can renew your non - driver ID card. Your new non - driver ID card will have your new temporary visitor expiration date.","[{'sp_id': '87', 'label': 'solution'}, {'sp_id': '88', 'label': 'solution'}, {'sp_id': '89', 'label': 'solution'}]",,Renew non-driver ID card#1_0
"My father is 64 years old, can he get a reduced fee benefit when renewing his non-driver ID card?","Yes, he is eligible to get a reduced fee or even ""No Fee"" ID card.",No Fee,Reduced fee or 'No Fee' non-driver IDs,"[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}]",Reduced fee or 'No Fee' non-driver IDs,Renew non-driver ID card#1_0
What would apply to him? he also receives SSI.,"Well, for his case, he receives SSI and is over 62 years old, he can get the ""No Fee"" renewal. The fee for those under 62 is $6.50.",He also receives SSI.,"If you receive Supplemental Security Income SSI and are under age 62 , your fee is $6.50 are age 62 or older , you can get a' No Fee' renewal If you have an Enhanced non - driver ID , the additional $30.00 still applies. To get a reduced fee or' No Fee' renewal , you must renew by mail or at a DMV office and provide proof of your eligibility. If you come to an office , you must bring an original copy of proof. If you apply by mail , send us a photocopy of your proof of SSI. You can't get a reduced or no fee renewal if you renew online. We accept these documents as proof of SSI that you are eligible for SSI benefits Notice of Award notifying you Cost of Living Adjustment COLA letter Notice of change in payment SSA - L8151 Third Party Query TPQY letter Report of Confidential Social Security Information SSA-2258 Benefit Verification letter you must call the Social Security Administration in advance to obtain this letter : 1 - 800 - 772 - 1213 If you are age 62 or older and receive","[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]","If you apply by mail , send us a photocopy of your proof of SSI.",Renew non-driver ID card#1_0
"Yes, I need to know more about how to renew my non-driver ID card",You must know that you can only renew your non-driver ID card if it's between the time limits of 1 year prior and 2-year post its expiration date.,"Yes, please","renew in an office and keep your Standard document type , follow these steps : Step 1 : Complete the renewal notice MV-2 we mailed you. if you did not receive a renewal notice , you can use an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 Step 2 : Come to an office. Bring your current Standard non - driver ID your renewal notice or application payment Newly issued Standard documents state : ' NOT FOR FEDERAL PURPOSES'. If you renew online , you will need to pay the regular fees for a non - driver ID card renewal.","[{'sp_id': '2', 'label': 'solution'}]","If you renew online , you will need to pay the regular fees for a non - driver ID card renewal.",Renew non-driver ID card#1_0
What if it's expired for more than 2 years?,"Then you can't renew it, no exceptions.",You must apply for an original non - driver ID card,"When overseas , you must renew your non - drivers ID card through the mail. Please submit the renewal notice we mailed you , or if you don't have it , an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 the appropriate fee We recommend that you send us a pre - addressed priority mail return envelope with your application. This will help ensure that we send your ID to the correct address. Renewal anytime within this period will not affect the expiration date of your new non - driver ID card or the fees. If your non - driver ID is expired for 2 years or more , you must apply for an original non - driver ID card. See Get a non - driver ID card NDID [8]. Starting in October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your non - driver ID was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard documents show :' NOT FOR FEDERAL PURPOSES'. If you want to","[{'sp_id': '2', 'label': 'solution'}]","If your non - driver ID is expired for 2 years or more , you must apply for an original non - driver ID card.",Renew non-driver ID card#1_0
"Who can opt for the reduced fee or ""No Fee"" non-driver IDs?","In case you receive Supplemental Security Income and are under 62 years old, your fee would be 6.50$",a person,Reduced fee or 'No Fee' non-driver IDs,"[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]",Reduced fee or 'No Fee' non-driver IDs,Renew non-driver ID card#1_0
Is there any alternative to renew a non-driver ID card that's expired for over 2 years?,"No, there is no exception to this.",No,"Renew non-driver ID card[1] 
You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions. If you are 62 or older or you receive Supplemental Security Income SSI , you are eligible for a reduced fee or' No Fee' ID. See the section Reduced fee or' No Fee' non driver IDs on this page for more information. 

If you plan on traveling 
We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 2 Learn about Enhanced, REAL ID and Standard documents [2]. 

Renew at an office and get an Enhanced or REAL ID 
You don't have to get an Enhanced or REAL ID. 3 However , if you have a Standard , you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of identification you need before you come to DMV. Find your proofs [3 ]","[{'sp_id': '4', 'label': 'solution'}]",See the section Reduced fee or' No Fee' non driver IDs on this page for more information.,Renew non-driver ID card#1_0
So what can I do with my over 2 years expired non-driver ID card?,You have to get a new original non-driver ID card.,"You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions.","Renew non-driver ID card[1] 
You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions. If you are 62 or older or you receive Supplemental Security Income SSI , you are eligible for a reduced fee or' No Fee' ID. See the section Reduced fee or' No Fee' non driver IDs on this page for more information. 

If you plan on traveling 
We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 2 Learn about Enhanced, REAL ID and Standard documents [2]. 

Renew at an office and get an Enhanced or REAL ID 
You don't have to get an Enhanced or REAL ID. 3 However , if you have a Standard , you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of identification you need before you come to DMV. Find your proofs [3 ]","[{'sp_id': '102', 'label': 'solution'}, {'sp_id': '103', 'label': 'solution'}]","Renew non-driver ID card[1] 
You can renew 1 year before and up to 2 years after your non - driver ID expires.",Renew non-driver ID card#1_0
I need to renew but I'm planning on going on a trip soon.,"We recommend you to renew before your trip so you can get an Enhanced or REAL ID, and avoid another visit to the office later.",I'm not sure,"Temporary Visitor 
As long as the Temporary Visitor status that DMV has on file is not expired you can renew your non - driver ID card online, through the mail or in an office. If your Temporary Visitor status has been extended , you must go to a DMV office with your updated paperwork from the United States Department of Homeland Security DHS. We will update our records to show that your Temporary Visitor status has been extended so you can renew your non - driver ID card. Your new non - driver ID card will have your new temporary visitor expiration date.","[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}]","Temporary Visitor 
As long as the Temporary Visitor status that DMV has on file is not expired you can renew your non - driver ID card online, through the mail or in an office.",Renew non-driver ID card#1_0
"I need all possible information about renew my non-driver ID card, please.",Are you under 21 years old?,"[1] You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions. If you are 62 or older or you receive Supplemental Security Income SSI, you are eligible for a reduced fee or' No Fee' ID. See the section Reduced fee or' No Fee' non driver IDs on this page for more information. If you plan on traveling We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 2 Learn about Enhanced, REAL ID and Standard documents [2]. Renew at an office and get an Enhanced or REAL ID You don't have to get an Enhanced or REAL ID. 3 However, if you have a Standard, you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of identification you need before you come to DMV.","Renew non-driver ID card[1] 
You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions. If you are 62 or older or you receive Supplemental Security Income SSI , you are eligible for a reduced fee or' No Fee' ID. See the section Reduced fee or' No Fee' non driver IDs on this page for more information. 

If you plan on traveling 
We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 2 Learn about Enhanced, REAL ID and Standard documents [2]. 

Renew at an office and get an Enhanced or REAL ID 
You don't have to get an Enhanced or REAL ID. 3 However , if you have a Standard , you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of identification you need before you come to DMV. Find your proofs [3 ]","[{'sp_id': '78', 'label': 'precondition'}]","If you plan on traveling 
We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later.",Renew non-driver ID card#1_0
"I want to renew my non-driver ID card, please, help me with info about it.",You can renew 1 year before and up to 2 years after your non-driver ID expires.,"Yes, please.","When overseas , you must renew your non - drivers ID card through the mail. Please submit the renewal notice we mailed you , or if you don't have it , an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 the appropriate fee We recommend that you send us a pre - addressed priority mail return envelope with your application. This will help ensure that we send your ID to the correct address. Renewal anytime within this period will not affect the expiration date of your new non - driver ID card or the fees. If your non - driver ID is expired for 2 years or more , you must apply for an original non - driver ID card. See Get a non - driver ID card NDID [8]. Starting in October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your non - driver ID was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard documents show :' NOT FOR FEDERAL PURPOSES'. If you want to","[{'sp_id': '2', 'label': 'solution'}]",See Get a non - driver ID card NDID [8].,Renew non-driver ID card#1_0
Can I renew my non-driver ID card if it expired 3 years ago?,"No, just 1 year before and up to 2 years after your non - driver ID expires.","You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions.","Renew non-driver ID card[1] 
You can renew 1 year before and up to 2 years after your non - driver ID expires. If it is expired for 2 years or more, you can t renew - there are no exceptions. If you are 62 or older or you receive Supplemental Security Income SSI , you are eligible for a reduced fee or' No Fee' ID. See the section Reduced fee or' No Fee' non driver IDs on this page for more information. 

If you plan on traveling 
We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 2 Learn about Enhanced, REAL ID and Standard documents [2]. 

Renew at an office and get an Enhanced or REAL ID 
You don't have to get an Enhanced or REAL ID. 3 However , if you have a Standard , you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of identification you need before you come to DMV. Find your proofs [3 ]","[{'sp_id': '2', 'label': 'solution'}]","Renew non-driver ID card[1] 
You can renew 1 year before and up to 2 years after your non - driver ID expires.",Renew non-driver ID card#1_0
"I am going out of the country for a while and would like information regarding the renewal of my non-driver ID, can you help me with this, please?","Before your trip I recommend that you go through a DMV office and get an Enhanced or REAL ID , and avoid a second office visit later.","Yes, please","When overseas , you must renew your non - drivers ID card through the mail. Please submit the renewal notice we mailed you , or if you don't have it , an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 the appropriate fee We recommend that you send us a pre - addressed priority mail return envelope with your application. This will help ensure that we send your ID to the correct address. Renewal anytime within this period will not affect the expiration date of your new non - driver ID card or the fees. If your non - driver ID is expired for 2 years or more , you must apply for an original non - driver ID card. See Get a non - driver ID card NDID [8]. Starting in October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your non - driver ID was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard documents show :' NOT FOR FEDERAL PURPOSES'. If you want to","[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}]","When overseas , you must renew your non - drivers ID card through the mail.",Renew non-driver ID card#1_0
Do I need to know something important before going to a DMV office?,You must bring an original copy of proof of your eligibility to get a reduced fee.,Yes,"renew in an office and keep your Standard document type , follow these steps : Step 1 : Complete the renewal notice MV-2 we mailed you. if you did not receive a renewal notice , you can use an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 Step 2 : Come to an office. Bring your current Standard non - driver ID your renewal notice or application payment Newly issued Standard documents state : ' NOT FOR FEDERAL PURPOSES'. If you renew online , you will need to pay the regular fees for a non - driver ID card renewal.","[{'sp_id': '58', 'label': 'solution'}]",,Renew non-driver ID card#1_0
What is my fee if I receive Supplemental Security Income SSI and I am 60 years old?,"If you are 60 years old,, your fee is $ 6.50.",$6.50,"Supplemental Security Income SSI , your fee is $6.50","[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]","Supplemental Security Income SSI , your fee is $6.50",Renew non-driver ID card#1_0
I am somewhat busy and prefer to renew my Standard by mail. There is a problem with that?,"If you renew by mail, your new ID will show: ""NOT FOR FEDERAL PURPOSES"".",I am not sure if I can renew my Standard by mail.,"Renew online 
WARNING: If you renew your Standard online , your new ID will show :' NOT FOR FEDERAL PURPOSES'. Don't delay! Get your Enhanced or REAL ID today. If you already have an Enhanced or REAL ID, or you want to keep your Standard , you can renew online. Your document type will stay the same. Renew non - driver ID online [4 ]","[{'sp_id': '31', 'label': 'solution'}]","If you already have an Enhanced or REAL ID, or you want to keep your Standard , you can renew online.",Renew non-driver ID card#1_0
I also wants to request a transfer receipt.,"When not eligible for a refund or wanting a transfer receipt, the DMV office can give you a Receipt FS-6 T for you to use to transfer the registration to another vehicle.",Yes,"How can I get my refund (if I m eligible)? 
When you surrender your plates , your Receipt FS-6 T indicates if you are eligible to receive a refund. If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. If you are not eligible for a refund or you request a transfer receipt , the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle.","[{'sp_id': '26', 'label': 'solution'}]",,Refunds and transfer credits for surrendered plates#3_0
What do I need to apply for a full 2-year refund?,you have to surrender the vehicle plate and the unused registration sticker and stop at your local DMV office and request a 2-year refund.,a DMV office,"How do I apply for a full 2-year refund if the registration was never used? 
You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued. For example , if you renewed the registration, but never used the new registration sticker , you can apply for a refund of the 2-year fee that you paid when you renewed the registration. A processing fee of $1 is subtracted from the refund amount. The registration sticker cannot be used. If the sticker was attached to the windshield or the vehicle plate , you cannot remove the sticker and apply for a full refund. To apply for a full 2-year refund , you must surrender the vehicle plates and the unused registration sticker and stub at a DMV office and request a 2-year refund. If eligible for the refund , the DMV office will issue a receipt that displays "" two year refund. ""","[{'sp_id': '37', 'label': 'solution'}]","If eligible for the refund , the DMV office will issue a receipt that displays "" two year refund. """,Refunds and transfer credits for surrendered plates#3_0
"My registration sticker is attached to the vehicle windshield, is that a problem?","yes, you can't remove the sticker and can't apply for a full refund.",Yes,"How do I apply for a full 2-year refund if the registration was never used? 
You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued. For example , if you renewed the registration, but never used the new registration sticker , you can apply for a refund of the 2-year fee that you paid when you renewed the registration. A processing fee of $1 is subtracted from the refund amount. The registration sticker cannot be used. If the sticker was attached to the windshield or the vehicle plate , you cannot remove the sticker and apply for a full refund. To apply for a full 2-year refund , you must surrender the vehicle plates and the unused registration sticker and stub at a DMV office and request a 2-year refund. If eligible for the refund , the DMV office will issue a receipt that displays "" two year refund. ""","[{'sp_id': '35', 'label': 'solution'}]",,Refunds and transfer credits for surrendered plates#3_0
I want to know more about the refunds-,I can give you some examples of how the refunds are determined.,Yes,Is it possible to get a refund if the registrant died?,"[{'sp_id': '14', 'label': 'solution'}]",Is it possible to get a refund if the registrant died?,Refunds and transfer credits for surrendered plates#3_0
