,question,answer,model_answer,true_ref_str,attribution,answer_f1,answer_prec,answer_recall,autoais_retrevied(model_answer),att_f1,att_prec,att_recall,autoais_true_answer,BLEU,ROUGHLS,BLEU_ANS,ROUGHLS_ANS,cos_sim,cos_sim_ans
255,In case I'm overseas what can I do to renew my non-driver ID card?,When overseas you can renew your non-driver ID card via mail.,submit the renewal notice we mailed you,you must renew your non - drivers ID card through the mail. ,"Please submit the renewal notice we mailed you , or if you don't have it , an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 the appropriate",0.1176470588235294,0.1666666666666666,0.0909090909090909,yes,0.2162162162162162,0.1481481481481481,0.4,yes,0.012648276948688,0.0045829799821568,0.0522999606345228,0.0149398769191851,0.60675377,0.55024344
256,If my Temporary Visitor status is extended can I renew my non-driver ID card?,"for that case, you have to go to a DMV office with your updated paperwork from the DHS and we'll update our records to show your new status so you can renew your non-driver ID card.",Yes,you must go to a DMV office with your updated paperwork from the United States Department of Homeland Security DHS.  We will update our records to show that your Temporary Visitor status has been extended so you can renew your non - driver ID card.  Your new non - driver ID card will have your new temporary visitor expiration date. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.4854917717073234,0.0862145427090973,0.5226847,0.5322963
257,"My father is 64 years old, can he get a reduced fee benefit when renewing his non-driver ID card?","Yes, he is eligible to get a reduced fee or even ""No Fee"" ID card.",No Fee,you are eligible for a reduced fee or' No Fee' ID.  See the section Reduced fee or' No Fee' non driver IDs on this page for more information. ,Reduced fee or 'No Fee' non-driver IDs,0.25,1.0,0.1428571428571428,no fee,0.303030303030303,0.7142857142857143,0.1923076923076923,yes,0.0553095686838655,0.0157241301434777,0.2886751345948128,0.0562152518127277,0.51201415,0.4802395
258,What would apply to him? he also receives SSI.,"Well, for his case, he receives SSI and is over 62 years old, he can get the ""No Fee"" renewal. The fee for those under 62 is $6.50.",he also receives SSI,"If you receive Supplemental Security Income SSI and  are under age 62 ,  your fee is $6.50 ","If you receive Supplemental Security Income SSI and are under age 62 , your fee is $6.50 are age 62 or older , you can get a' No Fee' renewal If you have an Enhanced non - driver ID , the additional $30.00 still applies.",0.1999999999999999,0.75,0.1153846153846153,yes,0.5925925925925926,0.4210526315789473,1.0,no,0.0104918727663201,0.0039398707088996,0.0987334502474213,0.0247579301993222,0.50619185,0.47084332
259,"Yes, I need to know more about how to renew my non-driver ID card",You must know that you can only renew your non-driver ID card if it's between the time limits of 1 year prior and 2-year post its expiration date.,Is there anything else I can help you with?,You can renew 1 year before and up to 2 years after your non - driver ID expires. ,Renew non-driver ID card[1],0.1111111111111111,0.2222222222222222,0.074074074074074,no,0.1904761904761904,0.5,0.1176470588235294,yes,0.0750088649236307,0.0199803231446457,0.0480695122840917,0.0139779719840955,0.552138,0.55483335
260,What if it's expired for more than 2 years?,"Then you can't renew it, no exceptions.",you can t renew,You can renew 1 year before and up to 2 years after your non - driver ID expires. ,"If it is expired for 2 years or more, you can t renew - there are no exceptions.",0.3636363636363636,0.5,0.2857142857142857,yes,0.2941176470588235,0.2941176470588235,0.2941176470588235,yes,0.0270134097815687,0.0087339959280305,0.1280220256953781,0.0302156704004687,0.82709354,0.83259296
261,"Who can opt for the reduced fee or ""No Fee"" non-driver IDs?","In case you receive Supplemental Security Income and are under 62 years old, your fee would be 6.50$",a person,"If you receive Supplemental Security Income SSI and  are under age 62 ,  your fee is $6.50 ",Reduced fee or 'No Fee' non-driver IDs,0.0,0.0,0.0,yes,0.0869565217391304,0.1428571428571428,0.0625,under 62 years old,0.0509880007540396,0.0144955380902498,0.2335689888641,0.0480986310978275,0.70101976,0.4403919
262,Is there any alternative to renew a non-driver ID card that's expired for over 2 years?,"No, there is no exception to this.",Yes,there are no exceptions. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.4854917717073234,0.0862145427090973,0.5304776,0.571073
263,So what can I do with my over 2 years expired non-driver ID card?,You have to get a new original non-driver ID card.,You can apply for an Enhanced or Enhanced,you must apply for an original non - driver ID card.  See Get a non - driver ID card NDID [8]. ,"Starting in October 2020 , you will need an Enhanced or",0.125,0.1428571428571428,0.1111111111111111,Enhanced,0.0769230769230769,0.1111111111111111,0.0588235294117647,no,0.036280566747564,0.0110187668056905,0.0462511178324249,0.0133334855357093,0.6451849,0.62437993
264,I need to renew but I'm planning on going on a trip soon.,"We recommend you to renew before your trip so you can get an Enhanced or REAL ID, and avoid another visit to the office later.",I.,"We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later.  2 Learn about Enhanced, REAL ID and Standard documents [2]. ","2 Learn about Enhanced, REAL ID and Standard documents [2].",0.0,0.0,0.0,no,0.4615384615384615,0.9,0.3103448275862069,it is not possible to tell,0.0387696266566447,0.0119174568094365,0.5946035575013605,0.080324235179392,0.53259325,0.48284984
265,"I need all possible information about renew my non-driver ID card, please.",Are you under 21 years old?,"I need all possible information about renew my non-driver ID card, please.","

If you are turning 21 soon 
",Renew non-driver ID card[1],0.0,0.0,0.0,yes,0.0,0.0,0.0,it is not possible to tell,0.0660161823828377,0.0175849169045274,0.0248638554499085,0.0079377687299455,0.78322685,0.68613255
266,"I want to renew my non-driver ID card, please, help me with info about it.",You can renew 1 year before and up to 2 years after your non-driver ID expires.,I need to renew my non-driver ID card.,You can renew 1 year before and up to 2 years after your non - driver ID expires. ,Renew non-driver ID card[1],0.3333333333333333,0.5,0.25,yes,0.1904761904761904,0.5,0.1176470588235294,yes,0.0750088649236307,0.0199803231446457,0.0545248369852275,0.0155010363163024,0.78322685,0.6955104
267,Can I renew my non-driver ID card if it expired 3 years ago?,"No, just 1 year before and up to 2 years after your non - driver ID expires.",Yes,You can renew 1 year before and up to 2 years after your non - driver ID expires. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.4854917717073234,0.0862145427090973,0.5304776,0.571073
268,"I am going out of the country for a while and would like information regarding the renewal of my non-driver ID, can you help me with this, please?","Before your trip I recommend that you go through a DMV office and get an Enhanced or REAL ID , and avoid a second office visit later.","Yes, please.","We recommend you renew in a DMV now to get an Enhanced or REAL ID, and avoid a second office visit later.  2 Learn about Enhanced, REAL ID and Standard documents [2]. ",Renew non-driver ID card[1],0.0,0.0,0.0,yes,0.1212121212121212,0.5,0.0689655172413793,it is not possible to tell,0.0762289213392055,0.0203053130170122,0.1499110694671168,0.0337115288433557,0.78322685,0.55718493
269,Do I need to know something important before going to a DMV office?,You must bring an original copy of proof of your eligibility to get a reduced fee.,Yes,you must bring an original copy of proof. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.5304776,0.571073
270,What is my fee if I receive Supplemental Security Income SSI and I am 60 years old?,"If you are 60 years old,, your fee is $ 6.50.",$6.50,"If you receive Supplemental Security Income SSI and  are under age 62 ,  your fee is $6.50 ","Supplemental Security Income SSI , your fee is $6.50",0.1818181818181818,1.0,0.1,it is not possible to tell,0.6666666666666666,1.0,0.5,yes,0.0431932709357098,0.0129910955334581,0.3593041119630842,0.0682622129736325,0.9377818,0.7379537
271,I am somewhat busy and prefer to renew my Standard by mail. There is a problem with that?,"If you renew by mail, your new ID will show: ""NOT FOR FEDERAL PURPOSES"".",I am not sure if I am a good candidate for the Standard.,your new ID will show :' NOT FOR FEDERAL PURPOSES'. ,Get your Enhanced or REAL ID today.,0.2399999999999999,0.2727272727272727,0.2142857142857142,no,0.25,0.2857142857142857,0.2222222222222222,no,0.0574765349675649,0.0160919691348109,0.0356237544774425,0.0108529575467556,0.5011962,0.4997319
272,I also wants to request a transfer receipt.,"When not eligible for a refund or wanting a transfer receipt, the DMV office can give you a Receipt FS-6 T for you to use to transfer the registration to another vehicle.",Yes,the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle. ,Yes.,0.0,0.0,0.0,it is not possible to tell,0.0,0.0,0.0,Yes,0.4204482076268572,0.080324235179392,0.4854917717073234,0.0862145427090973,0.4699766,0.539772
273,What do I need to apply for a full 2-year refund?,you have to surrender the vehicle plate and the unused registration sticker and stop at your local DMV office and request a 2-year refund.,(iii),you must surrender the vehicle plates and the unused registration sticker and stub at a DMV office and request a 2-year refund. ,How do I apply for a full 2-year refund if the registration was never used?,0.0,0.0,0.0,(iii),0.1935483870967742,0.2307692307692307,0.1666666666666666,yes,0.028483163462682,0.0091132079466705,0.2402811414134754,0.0456496931223525,0.49590284,0.431741
274,"My registration sticker is attached to the vehicle windshield, is that a problem?","yes, you can't remove the sticker and can't apply for a full refund.",Yes,you cannot remove the sticker and apply for a full refund. ,,0.1666666666666666,1.0,0.0909090909090909,no,0.0,0.0,0.0,no,0.0,0.0,0.4854917717073234,0.0862145427090973,0.5057936,0.539772
275,I want to know more about the refunds-,I can give you some examples of how the refunds are determined.,What is the difference between a refund and a credit?,Here is an example to show how your refund amount is determined. ,Refunds,0.0,0.0,0.0,no,0.0,0.0,0.0,it is not possible to tell,0.2527600769504432,0.0506451173425378,0.0370254797223183,0.0111730435912895,0.4040081,0.44057816
276,"yes please, tell me how are the refunds determined.","for example, you paid 137.50$ to register your vehicle for two years. In the amount of money you paid is included 62.50$ for the two years registration, that is 31.25$ per year, there's also included 50$ for the tittle certification and the final 25$ is for the vehicle registration.",refunds are determined by the amount of money that was paid.,"You paid $137.50 to register your vehicle for two years.  The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates.  You surrender the vehicle plates during the first year of the registration , ",Refunds,0.1851851851851851,0.5,0.1136363636363636,yes,0.0,0.0,0.0,"the amount of money you paid is included 62.50$ for the two years registration, that is 31.25$ per year, there's also included 50$ for the tittle certification and the final 25$ is for the vehicle registration.",0.2527600769504432,0.0506451173425378,0.0347674228635702,0.0107178430458198,0.4040081,0.45562413
277,"So, what do I need to do to get a refund.","After surrendering your plates, the receipt FS-6T indicates if you are eligible for a refund. If you are eligible and you do not request a transfer receipt, we'll process your refund immediately and you'll receive it in your mail after several weeks.",I need to pay for the item.,"your Receipt FS-6 T indicates if you are eligible to receive a refund.  If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. ",Refunds,0.0444444444444444,0.1666666666666666,0.0256410256410256,it is not possible to tell,0.0,0.0,0.0,yes,0.2626909894424158,0.0526349578052508,0.0762289213392055,0.0203053130170122,0.4040081,0.572215
278,How can I know again if I'm eligible for a refund?,"Check your Receipt FS-6T, there you can find out if you are eligible for a refund.",You can find this information on the website of the company you're purchasing the product from.,"your Receipt FS-6 T indicates if you are eligible to receive a refund.  If you are eligible for a refund and you do not request a transfer receipt, we will process your refund automatically and you will receive it in the mail in several weeks. ",How can I get my refund (if I m eligible)?,0.2142857142857142,0.2307692307692307,0.2,It's impossible to say,0.1176470588235294,0.3,0.073170731707317,Yes,0.0506235728507819,0.0146580821022644,0.0218551415221788,0.0072619128926007,0.48813415,0.44142926
279,"so, what amount would be the refund in the example case?","in the example, from the 137.50$ paid and if you surrender your vehicle plates during the first year of the registration, you'll qualify for a 30.25$ refund.",$137.50,"You paid $137.50 to register your vehicle for two years.  The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates.  You surrender the vehicle plates during the first year of the registration , ",You paid $137.50 to register your vehicle for two years.,0.0869565217391304,1.0,0.0454545454545454,$137.50,0.392156862745098,1.0,0.2439024390243902,30.25,0.0412627164218497,0.0125708959136723,0.2626909894424158,0.0526349578052508,0.5431078,0.66108817
280,I need to know more about refunds,Do you want an example to show how the refund amount is determined?,What is the best way to know about refunds?,Here is an example to show how your refund amount is determined. ,Refunds,0.2105263157894737,0.25,0.1818181818181818,it is not possible to tell,0.0,0.0,0.0,no,0.2527600769504432,0.0506451173425378,0.0473464564972496,0.0137677170209977,0.69915986,0.69073474
281,"Yes, please show me the example.","Let's say you paid 137.50$ to register your vehicle for a period of 2 years. In the amount paid, there is included a 62.50$ for the two years or the registration, 32.25$ per year, 50$ for the title certificate and 25$ for the vehicle's plates. In this case, the amount to refund would be of 30.25$","You paid $137.50 to register your vehicle for two years. The amount you paid included $62.50 per year, $31.25 per year, $50.00 for the title certificate and","You paid $137.50 to register your vehicle for two years.  The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates.  You surrender the vehicle plates during the first year of the registration , ","The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and",0.4931506849315069,0.72,0.375,it is not possible to tell,0.576271186440678,0.9444444444444444,0.4146341463414634,yes,0.0185378051787174,0.0064386824494625,0.0151990001585424,0.0054401398053083,0.45623398,0.4841038
282,"And if I changed my name, can I still get a refund?","yes, you can. First, you have to surrender the vehicle plates at a DMV office and then request a transfer receipt, not a refund receipt. Secondly, you have to send some items to the address on the Request for Refund MV-215 form.",Yes,"Follow these instructions  surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt  send these items to the address on the Request for Refund MV-215 form ",Can I get a refund if I changed my name?,0.054054054054054,1.0,0.0277777777777777,yes,0.0555555555555555,0.1111111111111111,0.037037037037037,yes,0.0483886818269958,0.0138869447997522,0.4854917717073234,0.0862145427090973,0.63932407,0.5838211
283,"I have my unused registration sticker and stop and I got a refund for the second year of registration, can I get a refund for the first year?","Yes, you may be eligible to apply for the first year of the registration fee refund. You have a maximum 60 days after the date you got issued the registration to apply for the first year of the registration fee refund.",I can't get a refund for the first year of registration.,you may be eligible to apply for the 1st year of the registration fee.  You have a maximum of 60 days after the date the registration was issued to apply for the 1st year of the registration fee. ,A processing fee of $1 is subtracted from the refund amount.,0.2790697674418604,0.6666666666666666,0.1764705882352941,no,0.0999999999999999,0.2222222222222222,0.064516129032258,no,0.0352405577824888,0.0108636975665982,0.0362031925244163,0.0110294862876766,0.68626225,0.57599044
284,If the registrant died is it possible to get a refund?,"Yes, in that case, the DMV will issue the refund to the name of the state. You'd have to surrender the vehicle plates at a DMV office and ask for a transfer receipt.",yes,"DMV will issue the refund to the name of the estate.  Follow these instructions  surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt ",Is it possible to get a refund if the registrant died?,0.074074074074074,1.0,0.0384615384615384,yes,0.1212121212121212,0.2222222222222222,0.0833333333333333,it is not possible to tell,0.036962056924429,0.0111901589447997,0.4854917717073234,0.0862145427090973,0.59092826,0.5841421
285,I want to know how the refunds are determined and the period in which I should surrender my plates.,I can give you an example of how a refund is determined.,I want to know how the refunds are determined and the period in which I should surrender my plates,Here is an example to show how your refund amount is determined. ,"When you surrender your plates , your Receipt FS-6 T indicates if you are eligible to receive a refund.",0.2222222222222222,0.1764705882352941,0.3,yes,0.2142857142857142,0.1764705882352941,0.2727272727272727,no,0.0198592677699955,0.0066821819851063,0.0217462170906836,0.0072608762465402,0.6642401,0.66209894
286,Can I get a refund for the first year of my registration after receiving a refund for the second year?,"Yes, but only if you have the unused registration sticker and stub. If so, then you are eligible for the refund of the first year of the registration. You have a maximum of 60 days after the date the registration was made to apply for a refund for the first year of the registration fee.",Yes,you may be eligible to apply for the 1st year of the registration fee.  You have a maximum of 60 days after the date the registration was issued to apply for the 1st year of the registration fee. ,Is it possible to receive a refund of the first-year of my registration fee?,0.0434782608695652,1.0,0.0222222222222222,No,0.1860465116279069,0.3333333333333333,0.1290322580645161,no,0.028104603134579,0.009011534004561,0.537284965911771,0.0954120756313892,0.5719018,0.5838211
287,"In case the registrant passed away, can I get a refund?","Yes. The refund will be issued to the name of the state. You need to surrender the vehicle plates at DMV office and request a transfer receipt, not a refund receipt.",Yes,"DMV will issue the refund to the name of the estate.  Follow these instructions  surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt ",Is it possible to get a refund if the registrant died?,0.0769230769230769,1.0,0.04,yes,0.1212121212121212,0.2222222222222222,0.0833333333333333,no,0.036962056924429,0.0111901589447997,0.537284965911771,0.0954120756313892,0.59092826,0.5838211
288,My registration sticker was attached to the windshield.,"In that case, you can not remove the sticker and can't apply for a refund.",I can't remove the sticker and apply for a refund.,you CANNOT remove the sticker and apply for a refund. ,"If the sticker was attached to the windshield or the vehicle plate , you CANNOT remove the sticker and apply for a refund.",0.6666666666666667,0.875,0.5384615384615384,yes,0.6399999999999999,0.4705882352941176,1.0,yes,0.018623948737085,0.0064299288021252,0.0444720989656331,0.0132841636587136,0.5662416,0.5734615
289,How can I know if I'm eligible for a refund?,"After confirming your eligibility, the DMV will issue a receipt that displays ""two year refund""",You can check your credit card statement online.,"the DMV office will issue a receipt that displays "" two year refund. ",How can I get my refund (if I m eligible)?,0.0952380952380952,0.125,0.0769230769230769,It's impossible to say,0.1,0.1,0.1,yes,0.0477185465989055,0.0138169302255537,0.0423345994045916,0.0125549339015146,0.6877168,0.5389256
290,So there's nothing I can do if the sticker was attached to the windshield?,"You can't apply for a full refund if you attached the sticker, you can't remove it.",you CANNOT remove the sticker and apply for a refund,you cannot remove the sticker and apply for a full refund. ,"If the sticker was attached to the windshield or the vehicle plate , you CANNOT remove the sticker and apply for a refund.",0.5454545454545454,0.75,0.4285714285714285,yes,0.6153846153846153,0.4705882352941176,0.8888888888888888,yes,0.017655631434798,0.0060956167075492,0.0412686993872543,0.0124122485902809,0.8770627,0.93322086
291,What is needed in order to apply for a full 2-year refund?,The full 2-year refund can only be applied if the registration was never used and it's been no more than 60 days since the date the registration was issued. A processing fee of 1$ is deducted from the refund amount.,a valid driver's license,You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued.  you can apply for a refund of the 2-year fee that you paid when you renewed the registration.  A processing fee of $1 is subtracted from the refund amount. ,How do I apply for a full 2-year refund if the registration was never used?,0.0,0.0,0.0,yes,0.2769230769230769,0.6923076923076923,0.173076923076923,yes,0.0288327155219767,0.0092250473709926,0.0801036049703246,0.0208448362714244,0.63133705,0.4401671
292,How would I go about getting a refund for my surrendered vehicle plates?,I can give you an example to explain how your refund amount is determined,Transfer the remaining registration credit to another vehicle,Here is an example to show how your refund amount is determined. ,"When you surrender your vehicle plates to the DMV , you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee.",0.1,0.1428571428571428,0.0769230769230769,yes,0.1463414634146341,0.1,0.2727272727272727,It's impossible to say,0.0104783725588176,0.0038838795963476,0.0337051680896869,0.0104195766647327,0.59021515,0.5411026
293,"What happens if my name has changed since I registered the plates, can I still get a refund?","If your name had changed and you are looking for a refund, bring the plates with you to the DMV office when surrendering. Yu must request a transfer receipt and not a refund receipt. You then send these to the address that you'll find on the Request for Refund MV-215 form",Yes,"Follow these instructions  surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt  send these items to the address on the Request for Refund MV-215 form ",Can I get a refund if I changed my name?,0.0,0.0,0.0,yes,0.0555555555555555,0.1111111111111111,0.037037037037037,yes,0.0483886818269958,0.0138869447997522,0.537284965911771,0.0954120756313892,0.61702,0.5146654
294,How is my refund actually determined?,"When you registered your plates, you paid $137.50, which was for two years. This amount included $62.50, which was the registration fee for two years, that is $31.25 per year. Also included was $50.00 for the title certificate and then $25.00 for the vehicle plates. The registration fee for one year is refunded to you, as you surrendered the plates during the first year of registration ","You can get a refund by paying the original amount of the ticket, or by paying the original amount of the ticket.","You paid $137.50 to register your vehicle for two years.  The amount you paid included $62.50 for the two years of the registration $31.25 per year, $50.00 for the title certificate and $25.00 for the vehicle plates.  You surrender the vehicle plates during the first year of the registration , ",How can I get my refund (if I m eligible)?,0.0779220779220779,0.1764705882352941,0.05,yes,0.0,0.0,0.0,"The registration fee for one year is refunded to you, as you surrendered the plates during the first year of registration",0.0492353039261401,0.0142561081061302,0.0188400923296853,0.0064298063537704,0.6327167,0.66034555
295,"If the person who registered a vehicle dies, is a refund possible?","If a person dies, a refund for the registration of the vehicle is issued to the estate of the person by the DMV. The plates must be surrendered at the DMV office and a transfer receipt requested instead of a refund receipt",yes,"DMV will issue the refund to the name of the estate.  Follow these instructions  surrender the vehicle plates at a DMV office and request a transfer receipt, not a refund receipt ",Is it possible to get a refund if the registrant died?,0.0,0.0,0.0,yes,0.1212121212121212,0.2222222222222222,0.0833333333333333,yes,0.036962056924429,0.0111901589447997,0.537284965911771,0.0954120756313892,0.6227742,0.5000001
296,Wat happens if the registration sticker belonging to the deceased is attached to the windshield or the vehicle plate of the vehicle in question?,"If the registration sticker of the deceased is attached to the windshield or vehicle plate of the registered vehicle, it can not be removed a refund applied for",CANNOT remove the sticker and apply for a refund,you CANNOT remove the sticker and apply for a refund. ,"If the sticker was attached to the windshield or the vehicle plate , you CANNOT remove the sticker and apply for a refund.",0.2,0.4285714285714285,0.1304347826086956,it is not possible to tell,0.6399999999999999,0.4705882352941176,1.0,yes,0.018623948737085,0.0064299288021252,0.0441930381504679,0.013106080621754,0.8770627,0.9215369
297,What amounts are refundable if I return my plates to the DMV? ,Are you wanting to transfer the remaining registration credit to another vehicle that you need to register? ,$30.25,"If you transfer your remaining registration to another vehicle , ",$25.00 for the vehicle plates.,0.0,0.0,0.0,no,0.1538461538461538,0.25,0.1111111111111111,no,0.0649435767210324,0.0176574081715307,0.0,0.0,0.43461072,0.38477248
298,"I wasn't wanting to transfer the credit that way.  I was not aware that I could, but, since you said that it is possible to transfer the remaining registration credit to another vehicle, I might wait as I am about to purchase my husband a new car. ","When you surrender your vehicle plates to the DMV, you may be eligible to transfer the remaining registration credit to another vehicle you want to register, or get a refund for the registration fee.  You get a refund or registration transfer credit for your vehicle plate fee, title certificate fee and any other fee or tax that you paid when you registered the vehicle. ",I will wait until I have a new car.,your new registration will expire the same day as your old registration.  You can only use the transfer credit for a new original registration.  You cannot use it for a registration renewal. ,You can only use the transfer credit for a new original registration.,0.0,0.0,0.0,yes,0.5263157894736842,1.0,0.3571428571428571,it is not possible to tell,0.0309875345996989,0.0097793986522703,0.0564936678895577,0.0158167913306541,0.5828222,0.5521846
299,Will I get this refund immediately when I surrender my plates? ,"When you surrender your plates, your Receipt FS-6 T indicates if you are eligible to receive a refund.  If you are eligible and you do not request a transfer receipt, the refund will be processed automatically and you will receive it in the mail in several weeks. ",Yes,You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued.  you can apply for a refund of the 2-year fee that you paid when you renewed the registration.  A processing fee of $1 is subtracted from the refund amount. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.4854917717073234,0.0862145427090973,0.5615215,0.5146654
300,What was the form that would indicate if I am eligible for the refund? ,Your Receipt FS-6 T indicates if you are eligible to receive a refund. ,a letter,your new registration will expire the same day as your old registration.  You can only use the transfer credit for a new original registration.  You cannot use it for a registration renewal. ,How can I get my refund (if I m eligible)?,0.0,0.0,0.0,yes,0.0526315789473684,0.1,0.0357142857142857,yes,0.0492353039261401,0.0142561081061302,0.2173604359724957,0.0447608198157976,0.49831235,0.4902388
301,How do I apply for a full 2-year refund if my registration was never used? ,"You can apply for a refund of the 2-year registration fee only if the registration was truly never used and it is not more than 60 days from the date the registration was issued.  A processing fee of a dollar is subtracted from the refund amount.  To apply, you must surrender the vehicle plates and the unused registration sticker and stub at the DMV office and request a 2-year refund.  If you are eligible, the DMV will issue a receipt that displays two year refund. ",You can apply for a refund by filling out the form below.,The registration sticker cannot be used. ,How do I apply for a full 2-year refund if the registration was never used?,0.1234567901234568,0.5,0.0704225352112676,yes,0.2222222222222222,0.1538461538461538,0.4,Yes,0.0255750541206839,0.0081827563414614,0.038506191225329,0.0117668516131562,0.70367503,0.6831932
302,"What procedure to I have to follow to get this refund, though, if I have changed my name? ","You must still surrender the vehicle plates at a DMV office, but request a transfer receipt, not a refund receipt.  You will then send that to the address of the Request for Refund MV-215 form along with the completed and signed Request for Refund [1] MV-215 and proof of the name change such as a marriage certificate, divorce certificate, or other court papers.   At that point, the DMV will issue your refund in your new name if you are eligible. ",I have to follow the following procedure to get a refund: 1. You must pay the full amount of the original amount. 2. You must pay the full amount of the original amount. 3. You must pay the full amount of the original amount. 4. You must pay the full amount of the original amount.,you may be eligible to apply for the 1st year of the registration fee.  You have a maximum of 60 days after the date the registration was issued to apply for the 1st year of the registration fee. ,Can I get a refund if I changed my name?,0.1043478260869565,0.1333333333333333,0.0857142857142857,1.,0.0,0.0,0.0,"You must still surrender the vehicle plates at a DMV office, but request a transfer receipt, not a refund receipt. You will then send that to the address of the Request for Refund [1] MV-215 and proof of the name change such as a marriage certificate, divorce certificate, or other court papers. At that point, the DMV will issue your refund in your new name if you are eligible.",0.0492935348185028,0.0141466262597654,0.0079788680600158,0.0030952694473685,0.6076754,0.6354618
303,Will the DMV issue a refund if the registrant died? ,"The DMV will issue the refund to the name of the estate if the plates are surrendered at the DMV office and a transfer receipt is requested and the executor of the estate sends a completed and signed Request for Refund [1]MV-215, with ""deceased"" written on the form, a photocopy of the death certificate, and the transfer certificate to the address listedon the Request for Refund MV-215.  ","Yes, the DMV will refund the money if the registrant dies.",the DMV office issues a Receipt FS-6 T that you can use to transfer the registration to another vehicle. ,Is it possible to get a refund if the registrant died?,0.135593220338983,0.5,0.0784313725490196,yes,0.08,0.1111111111111111,0.0625,yes,0.036962056924429,0.0111901589447997,0.0382562363207743,0.0117253586444939,0.6409564,0.5738349
304,am i able to transfer my remaining registration to another vehicle?,"yes, however, there are a few conditions, you can only transfer credit for a new original registration, the new registration will expire the same day as your old registration, and you can not use it for a registration renewal",no,your new registration will expire the same day as your old registration.  You can only use the transfer credit for a new original registration.  You cannot use it for a registration renewal. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.5184972,0.548214
305,how do i apply for a refund?,"To apply for a refund for the first year-registration fee, you must send the original registration document, and you must complete and sign the request for a refund form and send it  to the address on the page.",if you are eligible,"To apply for a refund of the first - year registration fee, send the following items to the address on the Request for Refund MV-215 form  a completed and signed Request for Refund [1] MV-215  the original registration document stub ",How can I get my refund (if I m eligible)?,0.0571428571428571,0.25,0.032258064516129,yes,0.0476190476190476,0.1,0.03125,yes,0.0499439076711342,0.0144612846925934,0.0998943704395693,0.024784424606685,0.49831235,0.6329602
306,am i eligible? for a refund,"It will depend on the DMV, if you are eligible for a refund the office will issue you a receipt",yes,"the DMV office will issue a receipt that displays "" two year refund.  "" ",How can I get my refund (if I m eligible)?,0.0,0.0,0.0,yes,0.1,0.1,0.1,it is not possible to tell,0.0477185465989055,0.0138169302255537,0.537284965911771,0.0954120756313892,0.49831235,0.57592636
307,are there conditions that apply when applying for a full 2-year refund?,"yes, you can only apply for the refund if the registration was never used and it has been no more than 60 days from when the registration was issued",yes,You can apply for a refund of the 2-year registration fee ONLY if the registration was never used and it is not more than 60 days from the date the registration was issued.  you can apply for a refund of the 2-year fee that you paid when you renewed the registration.  A processing fee of $1 is subtracted from the refund amount. ,How do I apply for a full 2-year refund if the registration was never used?,0.074074074074074,1.0,0.0384615384615384,yes,0.2769230769230769,0.6923076923076923,0.173076923076923,yes,0.0288327155219767,0.0092250473709926,0.537284965911771,0.0954120756313892,0.70367503,0.57592636
308,"I'm sorry, i don't quite understand, could you explain it in more detail?","sure, you can apply for a refund for the amount that you paid when you renewed your registration",Refunds are a type of refund that is issued to a customer.,you can apply for a refund of the 2-year fee that you paid when you renewed the registration. ,Refunds,0.1538461538461538,0.2,0.125,yes,0.0,0.0,0.0,no,0.2527600769504432,0.0506451173425378,0.0354717416656932,0.0108719239730657,0.52304864,0.6996523
